Year,Round,College,Branch,Category,Cutoff_Rank
2021,Extended,RVCE,Mechanical Engineering,OBC,18458
2021,Mock,RVCE,Mechanical Engineering,SC,23484
2021,Round 1,RVCE,Mechanical Engineering,SC,24107
2021,Round 2,RVCE,Mechanical Engineering,SC,24498
2021,Extended,RVCE,Mechanical Engineering,SC,24893
2021,Mock,RVCE,Mechanical Engineering,ST,25934
2021,Round 1,RVCE,Mechanical Engineering,ST,26898
2021,Round 2,RVCE,Mechanical Engineering,ST,25298
2021,Extended,RVCE,Mechanical Engineering,ST,26373
2021,Mock,RVCE,Mechanical Engineering,1G,18424
2021,Round 1,RVCE,Mechanical Engineering,1G,18851
2021,Round 2,RVCE,Mechanical Engineering,1G,19151
2021,Extended,RVCE,Mechanical Engineering,1G,19589
2021,Mock,RVCE,Mechanical Engineering,2A,17255
2021,Round 1,RVCE,Mechanical Engineering,2A,18312
2021,Round 2,RVCE,Mechanical Engineering,2A,17916
2021,Extended,RVCE,Mechanical Engineering,2A,17107
2021,Mock,RVCE,Mechanical Engineering,2B,17581
2021,Round 1,RVCE,Mechanical Engineering,2B,18471
2021,Round 2,RVCE,Mechanical Engineering,2B,18856
2021,Extended,RVCE,Mechanical Engineering,2B,19275
2021,Mock,RVCE,Mechanical Engineering,3A,16974
2021,Round 1,RVCE,Mechanical Engineering,3A,17129
2021,Round 2,RVCE,Mechanical Engineering,3A,18284
2021,Extended,RVCE,Mechanical Engineering,3A,16593
2021,Mock,RVCE,Mechanical Engineering,3B,17221
2021,Round 1,RVCE,Mechanical Engineering,3B,17879
2021,Round 2,RVCE,Mechanical Engineering,3B,16974
2021,Extended,RVCE,Mechanical Engineering,3B,17510
2021,Mock,RVCE,Mechanical Engineering,EWS,16708
2021,Round 1,RVCE,Mechanical Engineering,EWS,17021
2021,Round 2,RVCE,Mechanical Engineering,EWS,17728
2021,Extended,RVCE,Mechanical Engineering,EWS,17387
2021,Mock,RVCE,Mechanical Engineering,GMK,17943
2021,Round 1,RVCE,Mechanical Engineering,GMK,18101
2021,Round 2,RVCE,Mechanical Engineering,GMK,17306
2021,Extended,RVCE,Mechanical Engineering,GMK,17316
2021,Mock,RVCE,Civil Engineering,GM,19539
2021,Round 1,RVCE,Civil Engineering,GM,19953
2021,Round 2,RVCE,Civil Engineering,GM,18255
2021,Extended,RVCE,Civil Engineering,GM,19071
2021,Mock,RVCE,Civil Engineering,OBC,20514
2021,Round 1,RVCE,Civil Engineering,OBC,21510
2021,Round 2,RVCE,Civil Engineering,OBC,21099
2021,Extended,RVCE,Civil Engineering,OBC,20933
2021,Mock,RVCE,Civil Engineering,SC,26841
2021,Round 1,RVCE,Civil Engineering,SC,26837
2021,Round 2,RVCE,Civil Engineering,SC,26722
2021,Extended,RVCE,Civil Engineering,SC,26991
2021,Mock,RVCE,Civil Engineering,ST,29283
2021,Round 1,RVCE,Civil Engineering,ST,28390
2021,Round 2,RVCE,Civil Engineering,ST,28479
2021,Extended,RVCE,Civil Engineering,ST,29476
2021,Mock,RVCE,Civil Engineering,1G,22489
2021,Round 1,RVCE,Civil Engineering,1G,22202
2021,Round 2,RVCE,Civil Engineering,1G,21288
2021,Extended,RVCE,Civil Engineering,1G,21354
2021,Mock,RVCE,Civil Engineering,2A,21110
2021,Round 1,RVCE,Civil Engineering,2A,21544
2021,Round 2,RVCE,Civil Engineering,2A,21701
2021,Extended,RVCE,Civil Engineering,2A,21842
2021,Mock,RVCE,Civil Engineering,2B,22232
2021,Round 1,RVCE,Civil Engineering,2B,22395
2021,Round 2,RVCE,Civil Engineering,2B,22442
2021,Extended,RVCE,Civil Engineering,2B,22138
2021,Mock,RVCE,Civil Engineering,3A,20064
2021,Round 1,RVCE,Civil Engineering,3A,19861
2021,Round 2,RVCE,Civil Engineering,3A,20051
2021,Extended,RVCE,Civil Engineering,3A,20367
2021,Mock,RVCE,Civil Engineering,3B,21612
2021,Round 1,RVCE,Civil Engineering,3B,19873
2021,Round 2,RVCE,Civil Engineering,3B,20405
2021,Extended,RVCE,Civil Engineering,3B,21279
2021,Mock,RVCE,Civil Engineering,EWS,19715
2021,Round 1,RVCE,Civil Engineering,EWS,21060
2021,Round 2,RVCE,Civil Engineering,EWS,19519
2021,Extended,RVCE,Civil Engineering,EWS,21046
2021,Mock,RVCE,Civil Engineering,GMK,19955
2021,Round 1,RVCE,Civil Engineering,GMK,20211
2021,Round 2,RVCE,Civil Engineering,GMK,20524
2021,Extended,RVCE,Civil Engineering,GMK,19865
2021,Mock,RVCE,Artificial Intelligence and Data Science,GM,8556
2021,Round 1,RVCE,Artificial Intelligence and Data Science,GM,7312
2021,Round 2,RVCE,Artificial Intelligence and Data Science,GM,8729
2021,Extended,RVCE,Artificial Intelligence and Data Science,GM,7671
2021,Mock,RVCE,Artificial Intelligence and Data Science,OBC,11043
2021,Round 1,RVCE,Artificial Intelligence and Data Science,OBC,11331
2021,Round 2,RVCE,Artificial Intelligence and Data Science,OBC,11230
2021,Extended,RVCE,Artificial Intelligence and Data Science,OBC,11198
2021,Mock,RVCE,Artificial Intelligence and Data Science,SC,15528
2021,Round 1,RVCE,Artificial Intelligence and Data Science,SC,15741
2021,Round 2,RVCE,Artificial Intelligence and Data Science,SC,15526
2021,Extended,RVCE,Artificial Intelligence and Data Science,SC,16664
2021,Mock,RVCE,Artificial Intelligence and Data Science,ST,18424
2021,Round 1,RVCE,Artificial Intelligence and Data Science,ST,17977
2021,Round 2,RVCE,Artificial Intelligence and Data Science,ST,17333
2021,Extended,RVCE,Artificial Intelligence and Data Science,ST,18906
2021,Mock,RVCE,Artificial Intelligence and Data Science,1G,10976
2021,Round 1,RVCE,Artificial Intelligence and Data Science,1G,11577
2021,Round 2,RVCE,Artificial Intelligence and Data Science,1G,11939
2021,Extended,RVCE,Artificial Intelligence and Data Science,1G,10681
2021,Mock,RVCE,Artificial Intelligence and Data Science,2A,9988
2021,Round 1,RVCE,Artificial Intelligence and Data Science,2A,10682
2021,Round 2,RVCE,Artificial Intelligence and Data Science,2A,10883
2021,Extended,RVCE,Artificial Intelligence and Data Science,2A,10140
2021,Mock,RVCE,Artificial Intelligence and Data Science,2B,10370
2021,Round 1,RVCE,Artificial Intelligence and Data Science,2B,11174
2021,Round 2,RVCE,Artificial Intelligence and Data Science,2B,9746
2021,Extended,RVCE,Artificial Intelligence and Data Science,2B,10777
2021,Mock,RVCE,Artificial Intelligence and Data Science,3A,9975
2021,Round 1,RVCE,Artificial Intelligence and Data Science,3A,10043
2021,Round 2,RVCE,Artificial Intelligence and Data Science,3A,9781
2021,Extended,RVCE,Artificial Intelligence and Data Science,3A,9801
2021,Mock,RVCE,Artificial Intelligence and Data Science,3B,10602
2021,Round 1,RVCE,Artificial Intelligence and Data Science,3B,10677
2021,Round 2,RVCE,Artificial Intelligence and Data Science,3B,10340
2021,Extended,RVCE,Artificial Intelligence and Data Science,3B,10246
2021,Mock,RVCE,Artificial Intelligence and Data Science,EWS,9863
2021,Round 1,RVCE,Artificial Intelligence and Data Science,EWS,8801
2021,Round 2,RVCE,Artificial Intelligence and Data Science,EWS,8714
2021,Extended,RVCE,Artificial Intelligence and Data Science,EWS,9289
2021,Mock,RVCE,Artificial Intelligence and Data Science,GMK,8962
2021,Round 1,RVCE,Artificial Intelligence and Data Science,GMK,9648
2021,Round 2,RVCE,Artificial Intelligence and Data Science,GMK,9575
2021,Extended,RVCE,Artificial Intelligence and Data Science,GMK,10368
2021,Mock,RVCE,Biotechnology,GM,20603
2021,Round 1,RVCE,Biotechnology,GM,21709
2021,Round 2,RVCE,Biotechnology,GM,21365
2021,Extended,RVCE,Biotechnology,GM,21752
2021,Mock,RVCE,Biotechnology,OBC,24347
2021,Round 1,RVCE,Biotechnology,OBC,24234
2021,Round 2,RVCE,Biotechnology,OBC,22817
2021,Extended,RVCE,Biotechnology,OBC,23240
2021,Mock,RVCE,Biotechnology,SC,29163
2021,Round 1,RVCE,Biotechnology,SC,29055
2021,Round 2,RVCE,Biotechnology,SC,29831
2021,Extended,RVCE,Biotechnology,SC,29575
2021,Mock,RVCE,Biotechnology,ST,30192
2021,Round 1,RVCE,Biotechnology,ST,30648
2021,Round 2,RVCE,Biotechnology,ST,30217
2021,Extended,RVCE,Biotechnology,ST,30054
2021,Mock,RVCE,Biotechnology,1G,24094
2021,Round 1,RVCE,Biotechnology,1G,24526
2021,Round 2,RVCE,Biotechnology,1G,23823
2021,Extended,RVCE,Biotechnology,1G,23813
2021,Mock,RVCE,Biotechnology,2A,23045
2021,Round 1,RVCE,Biotechnology,2A,23612
2021,Round 2,RVCE,Biotechnology,2A,22269
2021,Extended,RVCE,Biotechnology,2A,22204
2021,Mock,RVCE,Biotechnology,2B,24326
2021,Round 1,RVCE,Biotechnology,2B,23005
2021,Round 2,RVCE,Biotechnology,2B,24223
2021,Extended,RVCE,Biotechnology,2B,22512
2021,Mock,RVCE,Biotechnology,3A,21888
2021,Round 1,RVCE,Biotechnology,3A,22050
2021,Round 2,RVCE,Biotechnology,3A,22589
2021,Extended,RVCE,Biotechnology,3A,21967
2021,Mock,RVCE,Biotechnology,3B,23481
2021,Round 1,RVCE,Biotechnology,3B,23581
2021,Round 2,RVCE,Biotechnology,3B,22596
2021,Extended,RVCE,Biotechnology,3B,23557
2021,Mock,RVCE,Biotechnology,EWS,22373
2021,Round 1,RVCE,Biotechnology,EWS,22834
2021,Round 2,RVCE,Biotechnology,EWS,22166
2021,Extended,RVCE,Biotechnology,EWS,22368
2021,Mock,RVCE,Biotechnology,GMK,22417
2021,Round 1,RVCE,Biotechnology,GMK,23039
2021,Round 2,RVCE,Biotechnology,GMK,22758
2021,Extended,RVCE,Biotechnology,GMK,22058
2021,Mock,RVCE,Data Science,GM,8125
2021,Round 1,RVCE,Data Science,GM,8038
2021,Round 2,RVCE,Data Science,GM,7562
2021,Extended,RVCE,Data Science,GM,8115
2021,Mock,RVCE,Data Science,OBC,10685
2021,Round 1,RVCE,Data Science,OBC,11560
2021,Round 2,RVCE,Data Science,OBC,11582
2021,Extended,RVCE,Data Science,OBC,10565
2021,Mock,RVCE,Data Science,SC,15767
2021,Round 1,RVCE,Data Science,SC,16352
2021,Round 2,RVCE,Data Science,SC,17114
2021,Extended,RVCE,Data Science,SC,15689
2021,Mock,RVCE,Data Science,ST,18097
2021,Round 1,RVCE,Data Science,ST,18627
2021,Round 2,RVCE,Data Science,ST,18172
2021,Extended,RVCE,Data Science,ST,17492
2021,Mock,RVCE,Data Science,1G,10494
2021,Round 1,RVCE,Data Science,1G,11662
2021,Round 2,RVCE,Data Science,1G,10440
2021,Extended,RVCE,Data Science,1G,11309
2021,Mock,RVCE,Data Science,2A,9953
2021,Round 1,RVCE,Data Science,2A,10219
2021,Round 2,RVCE,Data Science,2A,9451
2021,Extended,RVCE,Data Science,2A,10060
2021,Mock,RVCE,Data Science,2B,10363
2021,Round 1,RVCE,Data Science,2B,10153
2021,Round 2,RVCE,Data Science,2B,9756
2021,Extended,RVCE,Data Science,2B,10990
2021,Mock,RVCE,Data Science,3A,9095
2021,Round 1,RVCE,Data Science,3A,8967
2021,Round 2,RVCE,Data Science,3A,9696
2021,Extended,RVCE,Data Science,3A,9749
2021,Mock,RVCE,Data Science,3B,10866
2021,Round 1,RVCE,Data Science,3B,9738
2021,Round 2,RVCE,Data Science,3B,10994
2021,Extended,RVCE,Data Science,3B,10568
2021,Mock,RVCE,Data Science,EWS,9891
2021,Round 1,RVCE,Data Science,EWS,9355
2021,Round 2,RVCE,Data Science,EWS,9786
2021,Extended,RVCE,Data Science,EWS,10326
2021,Mock,RVCE,Data Science,GMK,10589
2021,Round 1,RVCE,Data Science,GMK,9430
2021,Round 2,RVCE,Data Science,GMK,9176
2021,Extended,RVCE,Data Science,GMK,10425
2021,Mock,RVCE,Robotics and Automation Engineering,GM,9992
2021,Round 1,RVCE,Robotics and Automation Engineering,GM,8771
2021,Round 2,RVCE,Robotics and Automation Engineering,GM,9432
2021,Extended,RVCE,Robotics and Automation Engineering,GM,9853
2021,Mock,RVCE,Robotics and Automation Engineering,OBC,11596
2021,Round 1,RVCE,Robotics and Automation Engineering,OBC,11046
2021,Round 2,RVCE,Robotics and Automation Engineering,OBC,10630
2021,Extended,RVCE,Robotics and Automation Engineering,OBC,11365
2021,Mock,RVCE,Robotics and Automation Engineering,SC,17167
2021,Round 1,RVCE,Robotics and Automation Engineering,SC,16380
2021,Round 2,RVCE,Robotics and Automation Engineering,SC,16564
2021,Extended,RVCE,Robotics and Automation Engineering,SC,16199
2021,Mock,RVCE,Robotics and Automation Engineering,ST,18875
2021,Round 1,RVCE,Robotics and Automation Engineering,ST,18109
2021,Round 2,RVCE,Robotics and Automation Engineering,ST,19546
2021,Extended,RVCE,Robotics and Automation Engineering,ST,18818
2021,Mock,RVCE,Robotics and Automation Engineering,1G,11103
2021,Round 1,RVCE,Robotics and Automation Engineering,1G,11856
2021,Round 2,RVCE,Robotics and Automation Engineering,1G,12975
2021,Extended,RVCE,Robotics and Automation Engineering,1G,12428
2021,Mock,RVCE,Robotics and Automation Engineering,2A,11324
2021,Round 1,RVCE,Robotics and Automation Engineering,2A,10799
2021,Round 2,RVCE,Robotics and Automation Engineering,2A,11121
2021,Extended,RVCE,Robotics and Automation Engineering,2A,10057
2021,Mock,RVCE,Robotics and Automation Engineering,2B,12429
2021,Round 1,RVCE,Robotics and Automation Engineering,2B,11107
2021,Round 2,RVCE,Robotics and Automation Engineering,2B,10976
2021,Extended,RVCE,Robotics and Automation Engineering,2B,12421
2021,Mock,RVCE,Robotics and Automation Engineering,3A,11263
2021,Round 1,RVCE,Robotics and Automation Engineering,3A,10547
2021,Round 2,RVCE,Robotics and Automation Engineering,3A,10724
2021,Extended,RVCE,Robotics and Automation Engineering,3A,10030
2021,Mock,RVCE,Robotics and Automation Engineering,3B,11140
2021,Round 1,RVCE,Robotics and Automation Engineering,3B,11410
2021,Round 2,RVCE,Robotics and Automation Engineering,3B,10584
2021,Extended,RVCE,Robotics and Automation Engineering,3B,11122
2021,Mock,RVCE,Robotics and Automation Engineering,EWS,11261
2021,Round 1,RVCE,Robotics and Automation Engineering,EWS,10687
2021,Round 2,RVCE,Robotics and Automation Engineering,EWS,10957
2021,Extended,RVCE,Robotics and Automation Engineering,EWS,9613
2021,Mock,RVCE,Robotics and Automation Engineering,GMK,9777
2021,Round 1,RVCE,Robotics and Automation Engineering,GMK,10724
2021,Round 2,RVCE,Robotics and Automation Engineering,GMK,10133
2021,Extended,RVCE,Robotics and Automation Engineering,GMK,11163
2021,Mock,BMSCE,Computer Science and Engineering,GM,3418
2021,Round 1,BMSCE,Computer Science and Engineering,GM,3062
2021,Round 2,BMSCE,Computer Science and Engineering,GM,4380
2021,Extended,BMSCE,Computer Science and Engineering,GM,2542
2021,Mock,BMSCE,Computer Science and Engineering,OBC,5972
2021,Round 1,BMSCE,Computer Science and Engineering,OBC,6097
2021,Round 2,BMSCE,Computer Science and Engineering,OBC,6205
2021,Extended,BMSCE,Computer Science and Engineering,OBC,6527
2021,Mock,BMSCE,Computer Science and Engineering,SC,11738
2021,Round 1,BMSCE,Computer Science and Engineering,SC,11309
2021,Round 2,BMSCE,Computer Science and Engineering,SC,10990
2021,Extended,BMSCE,Computer Science and Engineering,SC,11997
2021,Mock,BMSCE,Computer Science and Engineering,ST,13765
2021,Round 1,BMSCE,Computer Science and Engineering,ST,14011
2021,Round 2,BMSCE,Computer Science and Engineering,ST,14424
2021,Extended,BMSCE,Computer Science and Engineering,ST,13014
2021,Mock,BMSCE,Computer Science and Engineering,1G,5926
2021,Round 1,BMSCE,Computer Science and Engineering,1G,5668
2021,Round 2,BMSCE,Computer Science and Engineering,1G,5504
2021,Extended,BMSCE,Computer Science and Engineering,1G,6783
2021,Mock,BMSCE,Computer Science and Engineering,2A,4772
2021,Round 1,BMSCE,Computer Science and Engineering,2A,5155
2021,Round 2,BMSCE,Computer Science and Engineering,2A,5331
2021,Extended,BMSCE,Computer Science and Engineering,2A,5013
2021,Mock,BMSCE,Computer Science and Engineering,2B,6594
2021,Round 1,BMSCE,Computer Science and Engineering,2B,6549
2021,Round 2,BMSCE,Computer Science and Engineering,2B,5960
2021,Extended,BMSCE,Computer Science and Engineering,2B,6814
2021,Mock,BMSCE,Computer Science and Engineering,3A,5767
2021,Round 1,BMSCE,Computer Science and Engineering,3A,5306
2021,Round 2,BMSCE,Computer Science and Engineering,3A,5910
2021,Extended,BMSCE,Computer Science and Engineering,3A,5115
2021,Mock,BMSCE,Computer Science and Engineering,3B,5160
