Year,Round,College,Branch,Category,Cutoff_Rank
2020,Mock,RVCE,Computer Science and Engineering,GMK,5530
2020,Round 1,RVCE,Computer Science and Engineering,GMK,4415
2020,Round 2,RVCE,Computer Science and Engineering,GMK,5669
2020,Extended,RVCE,Computer Science and Engineering,GMK,4851
2020,Mock,RVCE,Information Science and Engineering,GM,6450
2020,Round 1,RVCE,Information Science and Engineering,GM,4941
2020,Round 2,RVCE,Information Science and Engineering,GM,6410
2020,Extended,RVCE,Information Science and Engineering,GM,6627
2020,Mock,RVCE,Information Science and Engineering,OBC,7300
2020,Round 1,RVCE,Information Science and Engineering,OBC,7813
2020,Round 2,RVCE,Information Science and Engineering,OBC,7278
2020,Extended,RVCE,Information Science and Engineering,OBC,8365
2020,Mock,RVCE,Information Science and Engineering,SC,12824
2020,Round 1,RVCE,Information Science and Engineering,SC,14304
2020,Round 2,RVCE,Information Science and Engineering,SC,12909
2020,Extended,RVCE,Information Science and Engineering,SC,13261
2020,Mock,RVCE,Information Science and Engineering,ST,16276
2020,Round 1,RVCE,Information Science and Engineering,ST,15587
2020,Round 2,RVCE,Information Science and Engineering,ST,16111
2020,Extended,RVCE,Information Science and Engineering,ST,14981
2020,Mock,RVCE,Information Science and Engineering,1G,7956
2020,Round 1,RVCE,Information Science and Engineering,1G,9172
2020,Round 2,RVCE,Information Science and Engineering,1G,8349
2020,Extended,RVCE,Information Science and Engineering,1G,9328
2020,Mock,RVCE,Information Science and Engineering,2A,7638
2020,Round 1,RVCE,Information Science and Engineering,2A,8509
2020,Round 2,RVCE,Information Science and Engineering,2A,8495
2020,Extended,RVCE,Information Science and Engineering,2A,7020
2020,Mock,RVCE,Information Science and Engineering,2B,8014
2020,Round 1,RVCE,Information Science and Engineering,2B,7328
2020,Round 2,RVCE,Information Science and Engineering,2B,8328
2020,Extended,RVCE,Information Science and Engineering,2B,8628
2020,Mock,RVCE,Information Science and Engineering,3A,6408
2020,Round 1,RVCE,Information Science and Engineering,3A,7970
2020,Round 2,RVCE,Information Science and Engineering,3A,6432
2020,Extended,RVCE,Information Science and Engineering,3A,6944
2020,Mock,RVCE,Information Science and Engineering,3B,8135
2020,Round 1,RVCE,Information Science and Engineering,3B,8295
2020,Round 2,RVCE,Information Science and Engineering,3B,6593
2020,Extended,RVCE,Information Science and Engineering,3B,6768
2020,Mock,RVCE,Information Science and Engineering,EWS,8112
2020,Round 1,RVCE,Information Science and Engineering,EWS,7271
2020,Round 2,RVCE,Information Science and Engineering,EWS,7449
2020,Extended,RVCE,Information Science and Engineering,EWS,6650
2020,Mock,RVCE,Information Science and Engineering,GMK,6596
2020,Round 1,RVCE,Information Science and Engineering,GMK,7798
2020,Round 2,RVCE,Information Science and Engineering,GMK,7399
2020,Extended,RVCE,Information Science and Engineering,GMK,6700
2020,Mock,RVCE,Electronics and Communication Engineering,GM,8191
2020,Round 1,RVCE,Electronics and Communication Engineering,GM,7482
2020,Round 2,RVCE,Electronics and Communication Engineering,GM,8658
2020,Extended,RVCE,Electronics and Communication Engineering,GM,8279
2020,Mock,RVCE,Electronics and Communication Engineering,OBC,9775
2020,Round 1,RVCE,Electronics and Communication Engineering,OBC,10208
2020,Round 2,RVCE,Electronics and Communication Engineering,OBC,9849
2020,Extended,RVCE,Electronics and Communication Engineering,OBC,9292
2020,Mock,RVCE,Electronics and Communication Engineering,SC,15619
2020,Round 1,RVCE,Electronics and Communication Engineering,SC,16441
2020,Round 2,RVCE,Electronics and Communication Engineering,SC,14724
2020,Extended,RVCE,Electronics and Communication Engineering,SC,16147
2020,Mock,RVCE,Electronics and Communication Engineering,ST,17266
2020,Round 1,RVCE,Electronics and Communication Engineering,ST,16882
2020,Round 2,RVCE,Electronics and Communication Engineering,ST,17226
2020,Extended,RVCE,Electronics and Communication Engineering,ST,17475
2020,Mock,RVCE,Electronics and Communication Engineering,1G,9758
2020,Round 1,RVCE,Electronics and Communication Engineering,1G,11589
2020,Round 2,RVCE,Electronics and Communication Engineering,1G,10094
2020,Extended,RVCE,Electronics and Communication Engineering,1G,11265
2020,Mock,RVCE,Electronics and Communication Engineering,2A,9077
2020,Round 1,RVCE,Electronics and Communication Engineering,2A,9876
2020,Round 2,RVCE,Electronics and Communication Engineering,2A,10452
2020,Extended,RVCE,Electronics and Communication Engineering,2A,9320
2020,Mock,RVCE,Electronics and Communication Engineering,2B,10240
2020,Round 1,RVCE,Electronics and Communication Engineering,2B,10942
2020,Round 2,RVCE,Electronics and Communication Engineering,2B,10958
2020,Extended,RVCE,Electronics and Communication Engineering,2B,11098
2020,Mock,RVCE,Electronics and Communication Engineering,3A,8800
2020,Round 1,RVCE,Electronics and Communication Engineering,3A,9131
2020,Round 2,RVCE,Electronics and Communication Engineering,3A,8979
2020,Extended,RVCE,Electronics and Communication Engineering,3A,8400
2020,Mock,RVCE,Electronics and Communication Engineering,3B,9045
2020,Round 1,RVCE,Electronics and Communication Engineering,3B,10268
2020,Round 2,RVCE,Electronics and Communication Engineering,3B,10022
2020,Extended,RVCE,Electronics and Communication Engineering,3B,10336
2020,Mock,RVCE,Electronics and Communication Engineering,EWS,8947
2020,Round 1,RVCE,Electronics and Communication Engineering,EWS,9113
2020,Round 2,RVCE,Electronics and Communication Engineering,EWS,8506
2020,Extended,RVCE,Electronics and Communication Engineering,EWS,9232
2020,Mock,RVCE,Electronics and Communication Engineering,GMK,9147
2020,Round 1,RVCE,Electronics and Communication Engineering,GMK,8524
2020,Round 2,RVCE,Electronics and Communication Engineering,GMK,10013
2020,Extended,RVCE,Electronics and Communication Engineering,GMK,8531
2020,Mock,RVCE,Electrical and Electronics Engineering,GM,11622
2020,Round 1,RVCE,Electrical and Electronics Engineering,GM,10511
2020,Round 2,RVCE,Electrical and Electronics Engineering,GM,11262
2020,Extended,RVCE,Electrical and Electronics Engineering,GM,10437
2020,Mock,RVCE,Electrical and Electronics Engineering,OBC,12979
2020,Round 1,RVCE,Electrical and Electronics Engineering,OBC,13196
2020,Round 2,RVCE,Electrical and Electronics Engineering,OBC,14084
2020,Extended,RVCE,Electrical and Electronics Engineering,OBC,13083
2020,Mock,RVCE,Electrical and Electronics Engineering,SC,18068
2020,Round 1,RVCE,Electrical and Electronics Engineering,SC,19500
2020,Round 2,RVCE,Electrical and Electronics Engineering,SC,19181
2020,Extended,RVCE,Electrical and Electronics Engineering,SC,18625
2020,Mock,RVCE,Electrical and Electronics Engineering,ST,20383
2020,Round 1,RVCE,Electrical and Electronics Engineering,ST,20250
2020,Round 2,RVCE,Electrical and Electronics Engineering,ST,21069
2020,Extended,RVCE,Electrical and Electronics Engineering,ST,20562
2020,Mock,RVCE,Electrical and Electronics Engineering,1G,13048
2020,Round 1,RVCE,Electrical and Electronics Engineering,1G,14612
2020,Round 2,RVCE,Electrical and Electronics Engineering,1G,14658
2020,Extended,RVCE,Electrical and Electronics Engineering,1G,13270
2020,Mock,RVCE,Electrical and Electronics Engineering,2A,12177
2020,Round 1,RVCE,Electrical and Electronics Engineering,2A,13334
2020,Round 2,RVCE,Electrical and Electronics Engineering,2A,13421
2020,Extended,RVCE,Electrical and Electronics Engineering,2A,13469
2020,Mock,RVCE,Electrical and Electronics Engineering,2B,12811
2020,Round 1,RVCE,Electrical and Electronics Engineering,2B,12895
2020,Round 2,RVCE,Electrical and Electronics Engineering,2B,13671
2020,Extended,RVCE,Electrical and Electronics Engineering,2B,13238
2020,Mock,RVCE,Electrical and Electronics Engineering,3A,12235
2020,Round 1,RVCE,Electrical and Electronics Engineering,3A,11425
2020,Round 2,RVCE,Electrical and Electronics Engineering,3A,11672
2020,Extended,RVCE,Electrical and Electronics Engineering,3A,11382
2020,Mock,RVCE,Electrical and Electronics Engineering,3B,12250
2020,Round 1,RVCE,Electrical and Electronics Engineering,3B,13158
2020,Round 2,RVCE,Electrical and Electronics Engineering,3B,11550
2020,Extended,RVCE,Electrical and Electronics Engineering,3B,12888
2020,Mock,RVCE,Electrical and Electronics Engineering,EWS,11882
2020,Round 1,RVCE,Electrical and Electronics Engineering,EWS,11274
2020,Round 2,RVCE,Electrical and Electronics Engineering,EWS,11283
2020,Extended,RVCE,Electrical and Electronics Engineering,EWS,12031
2020,Mock,RVCE,Electrical and Electronics Engineering,GMK,13242
2020,Round 1,RVCE,Electrical and Electronics Engineering,GMK,12683
2020,Round 2,RVCE,Electrical and Electronics Engineering,GMK,11824
2020,Extended,RVCE,Electrical and Electronics Engineering,GMK,12956
2020,Mock,RVCE,Mechanical Engineering,GM,16617
2020,Round 1,RVCE,Mechanical Engineering,GM,16883
2020,Round 2,RVCE,Mechanical Engineering,GM,15390
2020,Extended,RVCE,Mechanical Engineering,GM,16748
2020,Mock,RVCE,Mechanical Engineering,OBC,18160
2020,Round 1,RVCE,Mechanical Engineering,OBC,19585
2020,Round 2,RVCE,Mechanical Engineering,OBC,18723
2020,Extended,RVCE,Mechanical Engineering,OBC,18588
2020,Mock,RVCE,Mechanical Engineering,SC,23763
2020,Round 1,RVCE,Mechanical Engineering,SC,23913
2020,Round 2,RVCE,Mechanical Engineering,SC,24471
2020,Extended,RVCE,Mechanical Engineering,SC,24824
2020,Mock,RVCE,Mechanical Engineering,ST,27163
2020,Round 1,RVCE,Mechanical Engineering,ST,26142
2020,Round 2,RVCE,Mechanical Engineering,ST,27109
2020,Extended,RVCE,Mechanical Engineering,ST,26488
2020,Mock,RVCE,Mechanical Engineering,1G,20140
2020,Round 1,RVCE,Mechanical Engineering,1G,19062
2020,Round 2,RVCE,Mechanical Engineering,1G,19547
2020,Extended,RVCE,Mechanical Engineering,1G,18658
2020,Mock,RVCE,Mechanical Engineering,2A,18657
2020,Round 1,RVCE,Mechanical Engineering,2A,18386
2020,Round 2,RVCE,Mechanical Engineering,2A,17539
2020,Extended,RVCE,Mechanical Engineering,2A,18392
2020,Mock,RVCE,Mechanical Engineering,2B,19402
2020,Round 1,RVCE,Mechanical Engineering,2B,19041
2020,Round 2,RVCE,Mechanical Engineering,2B,18781
2020,Extended,RVCE,Mechanical Engineering,2B,19595
2020,Mock,RVCE,Mechanical Engineering,3A,18052
2020,Round 1,RVCE,Mechanical Engineering,3A,17937
2020,Round 2,RVCE,Mechanical Engineering,3A,18063
2020,Extended,RVCE,Mechanical Engineering,3A,17864
2020,Mock,RVCE,Mechanical Engineering,3B,17551
2020,Round 1,RVCE,Mechanical Engineering,3B,17527
2020,Round 2,RVCE,Mechanical Engineering,3B,18217
2020,Extended,RVCE,Mechanical Engineering,3B,18007
2020,Mock,RVCE,Mechanical Engineering,EWS,17793
2020,Round 1,RVCE,Mechanical Engineering,EWS,18022
2020,Round 2,RVCE,Mechanical Engineering,EWS,17641
2020,Extended,RVCE,Mechanical Engineering,EWS,17067
2020,Mock,RVCE,Mechanical Engineering,GMK,17097
2020,Round 1,RVCE,Mechanical Engineering,GMK,16925
2020,Round 2,RVCE,Mechanical Engineering,GMK,17890
2020,Extended,RVCE,Mechanical Engineering,GMK,18584
2020,Mock,RVCE,Civil Engineering,GM,18323
2020,Round 1,RVCE,Civil Engineering,GM,19624
2020,Round 2,RVCE,Civil Engineering,GM,19154
2020,Extended,RVCE,Civil Engineering,GM,18468
2020,Mock,RVCE,Civil Engineering,OBC,22289
2020,Round 1,RVCE,Civil Engineering,OBC,21422
2020,Round 2,RVCE,Civil Engineering,OBC,21231
2020,Extended,RVCE,Civil Engineering,OBC,21610
2020,Mock,RVCE,Civil Engineering,SC,27723
2020,Round 1,RVCE,Civil Engineering,SC,27790
2020,Round 2,RVCE,Civil Engineering,SC,26784
2020,Extended,RVCE,Civil Engineering,SC,26527
2020,Mock,RVCE,Civil Engineering,ST,28274
2020,Round 1,RVCE,Civil Engineering,ST,29386
2020,Round 2,RVCE,Civil Engineering,ST,28315
2020,Extended,RVCE,Civil Engineering,ST,28243
2020,Mock,RVCE,Civil Engineering,1G,22451
2020,Round 1,RVCE,Civil Engineering,1G,23063
2020,Round 2,RVCE,Civil Engineering,1G,21278
2020,Extended,RVCE,Civil Engineering,1G,22373
2020,Mock,RVCE,Civil Engineering,2A,20967
2020,Round 1,RVCE,Civil Engineering,2A,21094
2020,Round 2,RVCE,Civil Engineering,2A,21735
2020,Extended,RVCE,Civil Engineering,2A,20277
2020,Mock,RVCE,Civil Engineering,2B,20878
2020,Round 1,RVCE,Civil Engineering,2B,21759
2020,Round 2,RVCE,Civil Engineering,2B,21472
2020,Extended,RVCE,Civil Engineering,2B,21837
2020,Mock,RVCE,Civil Engineering,3A,19924
2020,Round 1,RVCE,Civil Engineering,3A,21248
2020,Round 2,RVCE,Civil Engineering,3A,21132
2020,Extended,RVCE,Civil Engineering,3A,19782
2020,Mock,RVCE,Civil Engineering,3B,21627
2020,Round 1,RVCE,Civil Engineering,3B,21857
2020,Round 2,RVCE,Civil Engineering,3B,20835
2020,Extended,RVCE,Civil Engineering,3B,20787
2020,Mock,RVCE,Civil Engineering,EWS,19924
2020,Round 1,RVCE,Civil Engineering,EWS,21483
2020,Round 2,RVCE,Civil Engineering,EWS,20862
2020,Extended,RVCE,Civil Engineering,EWS,20583
2020,Mock,RVCE,Civil Engineering,GMK,20755
2020,Round 1,RVCE,Civil Engineering,GMK,21314
2020,Round 2,RVCE,Civil Engineering,GMK,20127
2020,Extended,RVCE,Civil Engineering,GMK,21373
2020,Mock,RVCE,Artificial Intelligence and Data Science,GM,8549
2020,Round 1,RVCE,Artificial Intelligence and Data Science,GM,7899
2020,Round 2,RVCE,Artificial Intelligence and Data Science,GM,7642
2020,Extended,RVCE,Artificial Intelligence and Data Science,GM,7670
2020,Mock,RVCE,Artificial Intelligence and Data Science,OBC,10381
2020,Round 1,RVCE,Artificial Intelligence and Data Science,OBC,11170
2020,Round 2,RVCE,Artificial Intelligence and Data Science,OBC,11456
2020,Extended,RVCE,Artificial Intelligence and Data Science,OBC,11164
2020,Mock,RVCE,Artificial Intelligence and Data Science,SC,16048
2020,Round 1,RVCE,Artificial Intelligence and Data Science,SC,16026
2020,Round 2,RVCE,Artificial Intelligence and Data Science,SC,16619
2020,Extended,RVCE,Artificial Intelligence and Data Science,SC,16000
2020,Mock,RVCE,Artificial Intelligence and Data Science,ST,18567
2020,Round 1,RVCE,Artificial Intelligence and Data Science,ST,17846
2020,Round 2,RVCE,Artificial Intelligence and Data Science,ST,19043
2020,Extended,RVCE,Artificial Intelligence and Data Science,ST,18911
2020,Mock,RVCE,Artificial Intelligence and Data Science,1G,11117
2020,Round 1,RVCE,Artificial Intelligence and Data Science,1G,11509
2020,Round 2,RVCE,Artificial Intelligence and Data Science,1G,10951
2020,Extended,RVCE,Artificial Intelligence and Data Science,1G,11533
2020,Mock,RVCE,Artificial Intelligence and Data Science,2A,9258
2020,Round 1,RVCE,Artificial Intelligence and Data Science,2A,10672
2020,Round 2,RVCE,Artificial Intelligence and Data Science,2A,10726
2020,Extended,RVCE,Artificial Intelligence and Data Science,2A,10631
2020,Mock,RVCE,Artificial Intelligence and Data Science,2B,9890
2020,Round 1,RVCE,Artificial Intelligence and Data Science,2B,10764
2020,Round 2,RVCE,Artificial Intelligence and Data Science,2B,10673
2020,Extended,RVCE,Artificial Intelligence and Data Science,2B,10778
2020,Mock,RVCE,Artificial Intelligence and Data Science,3A,9884
2020,Round 1,RVCE,Artificial Intelligence and Data Science,3A,10455
2020,Round 2,RVCE,Artificial Intelligence and Data Science,3A,9846
2020,Extended,RVCE,Artificial Intelligence and Data Science,3A,9122
2020,Mock,RVCE,Artificial Intelligence and Data Science,3B,9965
2020,Round 1,RVCE,Artificial Intelligence and Data Science,3B,10633
2020,Round 2,RVCE,Artificial Intelligence and Data Science,3B,9479
2020,Extended,RVCE,Artificial Intelligence and Data Science,3B,10804
2020,Mock,RVCE,Artificial Intelligence and Data Science,EWS,10184
2020,Round 1,RVCE,Artificial Intelligence and Data Science,EWS,9146
2020,Round 2,RVCE,Artificial Intelligence and Data Science,EWS,10211
2020,Extended,RVCE,Artificial Intelligence and Data Science,EWS,10113
2020,Mock,RVCE,Artificial Intelligence and Data Science,GMK,10827
2020,Round 1,RVCE,Artificial Intelligence and Data Science,GMK,10499
2020,Round 2,RVCE,Artificial Intelligence and Data Science,GMK,9211
2020,Extended,RVCE,Artificial Intelligence and Data Science,GMK,10416
2020,Mock,RVCE,Biotechnology,GM,20291
2020,Round 1,RVCE,Biotechnology,GM,20771
2020,Round 2,RVCE,Biotechnology,GM,21971
2020,Extended,RVCE,Biotechnology,GM,21088
2020,Mock,RVCE,Biotechnology,OBC,23313
2020,Round 1,RVCE,Biotechnology,OBC,24060
2020,Round 2,RVCE,Biotechnology,OBC,23546
2020,Extended,RVCE,Biotechnology,OBC,23743
2020,Mock,RVCE,Biotechnology,SC,28999
2020,Round 1,RVCE,Biotechnology,SC,29829
2020,Round 2,RVCE,Biotechnology,SC,29895
2020,Extended,RVCE,Biotechnology,SC,29220
2020,Mock,RVCE,Biotechnology,ST,31828
2020,Round 1,RVCE,Biotechnology,ST,30277
2020,Round 2,RVCE,Biotechnology,ST,31626
2020,Extended,RVCE,Biotechnology,ST,31735
2020,Mock,RVCE,Biotechnology,1G,24610
2020,Round 1,RVCE,Biotechnology,1G,24952
2020,Round 2,RVCE,Biotechnology,1G,23639
2020,Extended,RVCE,Biotechnology,1G,24907
2020,Mock,RVCE,Biotechnology,2A,22588
2020,Round 1,RVCE,Biotechnology,2A,23163
2020,Round 2,RVCE,Biotechnology,2A,23561
2020,Extended,RVCE,Biotechnology,2A,23934
2020,Mock,RVCE,Biotechnology,2B,23369
2020,Round 1,RVCE,Biotechnology,2B,24227
2020,Round 2,RVCE,Biotechnology,2B,23088
2020,Extended,RVCE,Biotechnology,2B,22988
2020,Mock,RVCE,Biotechnology,3A,23209
2020,Round 1,RVCE,Biotechnology,3A,23073
2020,Round 2,RVCE,Biotechnology,3A,22162
2020,Extended,RVCE,Biotechnology,3A,23088
2020,Mock,RVCE,Biotechnology,3B,22165
2020,Round 1,RVCE,Biotechnology,3B,23267
2020,Round 2,RVCE,Biotechnology,3B,22699
2020,Extended,RVCE,Biotechnology,3B,22929
2020,Mock,RVCE,Biotechnology,EWS,22228
2020,Round 1,RVCE,Biotechnology,EWS,22712
2020,Round 2,RVCE,Biotechnology,EWS,22079
2020,Extended,RVCE,Biotechnology,EWS,23651
2020,Mock,RVCE,Biotechnology,GMK,23066
2020,Round 1,RVCE,Biotechnology,GMK,23684
2020,Round 2,RVCE,Biotechnology,GMK,21926
2020,Extended,RVCE,Biotechnology,GMK,22325
2020,Mock,RVCE,Data Science,GM,9280
2020,Round 1,RVCE,Data Science,GM,7798
2020,Round 2,RVCE,Data Science,GM,8145
2020,Extended,RVCE,Data Science,GM,8679
2020,Mock,RVCE,Data Science,OBC,10102
2020,Round 1,RVCE,Data Science,OBC,10255
2020,Round 2,RVCE,Data Science,OBC,10639
2020,Extended,RVCE,Data Science,OBC,11447
2020,Mock,RVCE,Data Science,SC,16069
2020,Round 1,RVCE,Data Science,SC,16449
2020,Round 2,RVCE,Data Science,SC,16702
2020,Extended,RVCE,Data Science,SC,15646
2020,Mock,RVCE,Data Science,ST,17597
2020,Round 1,RVCE,Data Science,ST,19399
2020,Round 2,RVCE,Data Science,ST,18272
2020,Extended,RVCE,Data Science,ST,18536
2020,Mock,RVCE,Data Science,1G,11057
2020,Round 1,RVCE,Data Science,1G,12335
2020,Round 2,RVCE,Data Science,1G,10487
2020,Extended,RVCE,Data Science,1G,10666
2020,Mock,RVCE,Data Science,2A,11399
2020,Round 1,RVCE,Data Science,2A,10465
2020,Round 2,RVCE,Data Science,2A,9529
2020,Extended,RVCE,Data Science,2A,11155
2020,Mock,RVCE,Data Science,2B,9908
2020,Round 1,RVCE,Data Science,2B,11658
2020,Round 2,RVCE,Data Science,2B,10804
2020,Extended,RVCE,Data Science,2B,11462
2020,Mock,RVCE,Data Science,3A,10292
2020,Round 1,RVCE,Data Science,3A,10520
2020,Round 2,RVCE,Data Science,3A,10121
2020,Extended,RVCE,Data Science,3A,10424
2020,Mock,RVCE,Data Science,3B,10576
2020,Round 1,RVCE,Data Science,3B,9358
2020,Round 2,RVCE,Data Science,3B,10337
2020,Extended,RVCE,Data Science,3B,9536
2020,Mock,RVCE,Data Science,EWS,10720
2020,Round 1,RVCE,Data Science,EWS,9064
2020,Round 2,RVCE,Data Science,EWS,9716
2020,Extended,RVCE,Data Science,EWS,9226
2020,Mock,RVCE,Data Science,GMK,9907
2020,Round 1,RVCE,Data Science,GMK,10137
2020,Round 2,RVCE,Data Science,GMK,9693
2020,Extended,RVCE,Data Science,GMK,9458
2020,Mock,RVCE,Robotics and Automation Engineering,GM,10074
2020,Round 1,RVCE,Robotics and Automation Engineering,GM,9912
2020,Round 2,RVCE,Robotics and Automation Engineering,GM,8312
2020,Extended,RVCE,Robotics and Automation Engineering,GM,9501
2020,Mock,RVCE,Robotics and Automation Engineering,OBC,12525
2020,Round 1,RVCE,Robotics and Automation Engineering,OBC,11180
2020,Round 2,RVCE,Robotics and Automation Engineering,OBC,12532
2020,Extended,RVCE,Robotics and Automation Engineering,OBC,12605
2020,Mock,RVCE,Robotics and Automation Engineering,SC,17907
2020,Round 1,RVCE,Robotics and Automation Engineering,SC,17802
2020,Round 2,RVCE,Robotics and Automation Engineering,SC,16500
2020,Extended,RVCE,Robotics and Automation Engineering,SC,16968
2020,Mock,RVCE,Robotics and Automation Engineering,ST,20017
2020,Round 1,RVCE,Robotics and Automation Engineering,ST,18521
2020,Round 2,RVCE,Robotics and Automation Engineering,ST,19353
2020,Extended,RVCE,Robotics and Automation Engineering,ST,19569
2020,Mock,RVCE,Robotics and Automation Engineering,1G,11308
2020,Round 1,RVCE,Robotics and Automation Engineering,1G,12704
2020,Round 2,RVCE,Robotics and Automation Engineering,1G,11479
2020,Extended,RVCE,Robotics and Automation Engineering,1G,11652
2020,Mock,RVCE,Robotics and Automation Engineering,2A,11922
2020,Round 1,RVCE,Robotics and Automation Engineering,2A,10533
2020,Round 2,RVCE,Robotics and Automation Engineering,2A,10941
2020,Extended,RVCE,Robotics and Automation Engineering,2A,10221
2020,Mock,RVCE,Robotics and Automation Engineering,2B,11181
2020,Round 1,RVCE,Robotics and Automation Engineering,2B,10834
2020,Round 2,RVCE,Robotics and Automation Engineering,2B,11112
2020,Extended,RVCE,Robotics and Automation Engineering,2B,12136
2020,Mock,RVCE,Robotics and Automation Engineering,3A,11013
2020,Round 1,RVCE,Robotics and Automation Engineering,3A,11361
2020,Round 2,RVCE,Robotics and Automation Engineering,3A,10235
2020,Extended,RVCE,Robotics and Automation Engineering,3A,11470
2020,Mock,RVCE,Robotics and Automation Engineering,3B,11187
2020,Round 1,RVCE,Robotics and Automation Engineering,3B,11312
2020,Round 2,RVCE,Robotics and Automation Engineering,3B,10706
2020,Extended,RVCE,Robotics and Automation Engineering,3B,11942
2020,Mock,RVCE,Robotics and Automation Engineering,EWS,10995
2020,Round 1,RVCE,Robotics and Automation Engineering,EWS,10438
2020,Round 2,RVCE,Robotics and Automation Engineering,EWS,11063
2020,Extended,RVCE,Robotics and Automation Engineering,EWS,10126
2020,Mock,RVCE,Robotics and Automation Engineering,GMK,11869
2020,Round 1,RVCE,Robotics and Automation Engineering,GMK,10142
2020,Round 2,RVCE,Robotics and Automation Engineering,GMK,11168
2020,Extended,RVCE,Robotics and Automation Engineering,GMK,10128
2020,Mock,BMSCE,Computer Science and Engineering,GM,3524
2020,Round 1,BMSCE,Computer Science and Engineering,GM,4545
2020,Round 2,BMSCE,Computer Science and Engineering,GM,3449
2020,Extended,BMSCE,Computer Science and Engineering,GM,2786
2020,Mock,BMSCE,Computer Science and Engineering,OBC,6136
2020,Round 1,BMSCE,Computer Science and Engineering,OBC,5341
2020,Round 2,BMSCE,Computer Science and Engineering,OBC,5525
2020,Extended,BMSCE,Computer Science and Engineering,OBC,5672
2020,Mock,BMSCE,Computer Science and Engineering,SC,12223
2020,Round 1,BMSCE,Computer Science and Engineering,SC,12040
2020,Round 2,BMSCE,Computer Science and Engineering,SC,12415
2020,Extended,BMSCE,Computer Science and Engineering,SC,12016
2020,Mock,BMSCE,Computer Science and Engineering,ST,14371
2020,Round 1,BMSCE,Computer Science and Engineering,ST,13297
2020,Round 2,BMSCE,Computer Science and Engineering,ST,13260
2020,Extended,BMSCE,Computer Science and Engineering,ST,13868
2020,Mock,BMSCE,Computer Science and Engineering,1G,5983
2020,Round 1,BMSCE,Computer Science and Engineering,1G,7153
2020,Round 2,BMSCE,Computer Science and Engineering,1G,7526
2020,Extended,BMSCE,Computer Science and Engineering,1G,7667
2020,Mock,BMSCE,Computer Science and Engineering,2A,5115
2020,Round 1,BMSCE,Computer Science and Engineering,2A,6283
2020,Round 2,BMSCE,Computer Science and Engineering,2A,4743
2020,Extended,BMSCE,Computer Science and Engineering,2A,5345
2020,Mock,BMSCE,Computer Science and Engineering,2B,7159
2020,Round 1,BMSCE,Computer Science and Engineering,2B,6608
2020,Round 2,BMSCE,Computer Science and Engineering,2B,6705
2020,Extended,BMSCE,Computer Science and Engineering,2B,5494
2020,Mock,BMSCE,Computer Science and Engineering,3A,4383
2020,Round 1,BMSCE,Computer Science and Engineering,3A,5948
2020,Round 2,BMSCE,Computer Science and Engineering,3A,5834
2020,Extended,BMSCE,Computer Science and Engineering,3A,5799
2020,Mock,BMSCE,Computer Science and Engineering,3B,4535
