Year,Round,College,Branch,Category,Cutoff_Rank
2022,Round 2,RVCE,Electronics and Communication Engineering,Christian,8701
2022,Extended,RVCE,Electronics and Communication Engineering,Christian,9177
2022,Mock,RVCE,Electronics and Communication Engineering,Muslim,9108
2022,Round 1,RVCE,Electronics and Communication Engineering,Muslim,9503
2022,Round 2,RVCE,Electronics and Communication Engineering,Muslim,9639
2022,Extended,RVCE,Electronics and Communication Engineering,Muslim,9128
2022,Mock,RVCE,Electronics and Communication Engineering,Others,10598
2022,Round 1,RVCE,Electronics and Communication Engineering,Others,9453
2022,Round 2,RVCE,Electronics and Communication Engineering,Others,9989
2022,Extended,RVCE,Electronics and Communication Engineering,Others,9498
2022,Mock,RVCE,Electrical and Electronics Engineering,GM,8739
2022,Round 1,RVCE,Electrical and Electronics Engineering,GM,9098
2022,Round 2,RVCE,Electrical and Electronics Engineering,GM,9213
2022,Extended,RVCE,Electrical and Electronics Engineering,GM,7971
2022,Mock,RVCE,Electrical and Electronics Engineering,HKR,9702
2022,Round 1,RVCE,Electrical and Electronics Engineering,HKR,10439
2022,Round 2,RVCE,Electrical and Electronics Engineering,HKR,9709
2022,Extended,RVCE,Electrical and Electronics Engineering,HKR,9167
2022,Mock,RVCE,Electrical and Electronics Engineering,Tulu,10317
2022,Round 1,RVCE,Electrical and Electronics Engineering,Tulu,11004
2022,Round 2,RVCE,Electrical and Electronics Engineering,Tulu,9710
2022,Extended,RVCE,Electrical and Electronics Engineering,Tulu,9785
2022,Mock,RVCE,Electrical and Electronics Engineering,Christian,11022
2022,Round 1,RVCE,Electrical and Electronics Engineering,Christian,11501
2022,Round 2,RVCE,Electrical and Electronics Engineering,Christian,10668
2022,Extended,RVCE,Electrical and Electronics Engineering,Christian,11356
2022,Mock,RVCE,Electrical and Electronics Engineering,Muslim,11849
2022,Round 1,RVCE,Electrical and Electronics Engineering,Muslim,10812
2022,Round 2,RVCE,Electrical and Electronics Engineering,Muslim,11823
2022,Extended,RVCE,Electrical and Electronics Engineering,Muslim,11075
2022,Mock,RVCE,Electrical and Electronics Engineering,Others,11634
2022,Round 1,RVCE,Electrical and Electronics Engineering,Others,11916
2022,Round 2,RVCE,Electrical and Electronics Engineering,Others,10722
2022,Extended,RVCE,Electrical and Electronics Engineering,Others,10895
2022,Mock,RVCE,Mechanical Engineering,GM,14007
2022,Round 1,RVCE,Mechanical Engineering,GM,13661
2022,Round 2,RVCE,Mechanical Engineering,GM,13626
2022,Extended,RVCE,Mechanical Engineering,GM,13065
2022,Mock,RVCE,Mechanical Engineering,HKR,14716
2022,Round 1,RVCE,Mechanical Engineering,HKR,13875
2022,Round 2,RVCE,Mechanical Engineering,HKR,15427
2022,Extended,RVCE,Mechanical Engineering,HKR,14228
2022,Mock,RVCE,Mechanical Engineering,Tulu,15267
2022,Round 1,RVCE,Mechanical Engineering,Tulu,14625
2022,Round 2,RVCE,Mechanical Engineering,Tulu,16147
2022,Extended,RVCE,Mechanical Engineering,Tulu,14556
2022,Mock,RVCE,Mechanical Engineering,Christian,16568
2022,Round 1,RVCE,Mechanical Engineering,Christian,15074
2022,Round 2,RVCE,Mechanical Engineering,Christian,15420
2022,Extended,RVCE,Mechanical Engineering,Christian,15846
2022,Mock,RVCE,Mechanical Engineering,Muslim,16246
2022,Round 1,RVCE,Mechanical Engineering,Muslim,16626
2022,Round 2,RVCE,Mechanical Engineering,Muslim,15776
2022,Extended,RVCE,Mechanical Engineering,Muslim,16242
2022,Mock,RVCE,Mechanical Engineering,Others,16934
2022,Round 1,RVCE,Mechanical Engineering,Others,16032
2022,Round 2,RVCE,Mechanical Engineering,Others,15889
2022,Extended,RVCE,Mechanical Engineering,Others,16049
2022,Mock,RVCE,Civil Engineering,GM,16278
2022,Round 1,RVCE,Civil Engineering,GM,14821
2022,Round 2,RVCE,Civil Engineering,GM,15595
2022,Extended,RVCE,Civil Engineering,GM,15209
2022,Mock,RVCE,Civil Engineering,HKR,15756
2022,Round 1,RVCE,Civil Engineering,HKR,17428
2022,Round 2,RVCE,Civil Engineering,HKR,15711
2022,Extended,RVCE,Civil Engineering,HKR,15994
2022,Mock,RVCE,Civil Engineering,Tulu,17492
2022,Round 1,RVCE,Civil Engineering,Tulu,17308
2022,Round 2,RVCE,Civil Engineering,Tulu,17032
2022,Extended,RVCE,Civil Engineering,Tulu,17880
2022,Mock,RVCE,Civil Engineering,Christian,18043
2022,Round 1,RVCE,Civil Engineering,Christian,18509
2022,Round 2,RVCE,Civil Engineering,Christian,18216
2022,Extended,RVCE,Civil Engineering,Christian,18691
2022,Mock,RVCE,Civil Engineering,Muslim,18147
2022,Round 1,RVCE,Civil Engineering,Muslim,17918
2022,Round 2,RVCE,Civil Engineering,Muslim,17884
2022,Extended,RVCE,Civil Engineering,Muslim,18203
2022,Mock,RVCE,Civil Engineering,Others,18873
2022,Round 1,RVCE,Civil Engineering,Others,18573
2022,Round 2,RVCE,Civil Engineering,Others,18890
2022,Extended,RVCE,Civil Engineering,Others,18282
2022,Mock,RVCE,Artificial Intelligence and Data Science,GM,5863
2022,Round 1,RVCE,Artificial Intelligence and Data Science,GM,6765
2022,Round 2,RVCE,Artificial Intelligence and Data Science,GM,5701
2022,Extended,RVCE,Artificial Intelligence and Data Science,GM,6137
2022,Mock,RVCE,Artificial Intelligence and Data Science,HKR,7705
2022,Round 1,RVCE,Artificial Intelligence and Data Science,HKR,7561
2022,Round 2,RVCE,Artificial Intelligence and Data Science,HKR,7778
2022,Extended,RVCE,Artificial Intelligence and Data Science,HKR,8239
2022,Mock,RVCE,Artificial Intelligence and Data Science,Tulu,8793
2022,Round 1,RVCE,Artificial Intelligence and Data Science,Tulu,8616
2022,Round 2,RVCE,Artificial Intelligence and Data Science,Tulu,9061
2022,Extended,RVCE,Artificial Intelligence and Data Science,Tulu,8488
2022,Mock,RVCE,Artificial Intelligence and Data Science,Christian,8230
2022,Round 1,RVCE,Artificial Intelligence and Data Science,Christian,8631
2022,Round 2,RVCE,Artificial Intelligence and Data Science,Christian,8534
2022,Extended,RVCE,Artificial Intelligence and Data Science,Christian,9079
2022,Mock,RVCE,Artificial Intelligence and Data Science,Muslim,9819
2022,Round 1,RVCE,Artificial Intelligence and Data Science,Muslim,9846
2022,Round 2,RVCE,Artificial Intelligence and Data Science,Muslim,9590
2022,Extended,RVCE,Artificial Intelligence and Data Science,Muslim,9643
2022,Mock,RVCE,Artificial Intelligence and Data Science,Others,8711
2022,Round 1,RVCE,Artificial Intelligence and Data Science,Others,8662
2022,Round 2,RVCE,Artificial Intelligence and Data Science,Others,8519
2022,Extended,RVCE,Artificial Intelligence and Data Science,Others,9267
2022,Mock,RVCE,Biotechnology,GM,15156
2022,Round 1,RVCE,Biotechnology,GM,15129
2022,Round 2,RVCE,Biotechnology,GM,14434
2022,Extended,RVCE,Biotechnology,GM,14124
2022,Mock,RVCE,Biotechnology,HKR,15258
2022,Round 1,RVCE,Biotechnology,HKR,16176
2022,Round 2,RVCE,Biotechnology,HKR,14736
2022,Extended,RVCE,Biotechnology,HKR,15205
2022,Mock,RVCE,Biotechnology,Tulu,16986
2022,Round 1,RVCE,Biotechnology,Tulu,16728
2022,Round 2,RVCE,Biotechnology,Tulu,15573
2022,Extended,RVCE,Biotechnology,Tulu,15840
2022,Mock,RVCE,Biotechnology,Christian,16304
2022,Round 1,RVCE,Biotechnology,Christian,16697
2022,Round 2,RVCE,Biotechnology,Christian,17493
2022,Extended,RVCE,Biotechnology,Christian,16959
2022,Mock,RVCE,Biotechnology,Muslim,16848
2022,Round 1,RVCE,Biotechnology,Muslim,17233
2022,Round 2,RVCE,Biotechnology,Muslim,17307
2022,Extended,RVCE,Biotechnology,Muslim,17143
2022,Mock,RVCE,Biotechnology,Others,17188
2022,Round 1,RVCE,Biotechnology,Others,17530
2022,Round 2,RVCE,Biotechnology,Others,16720
2022,Extended,RVCE,Biotechnology,Others,17236
2022,Mock,RVCE,Data Science,GM,6479
2022,Round 1,RVCE,Data Science,GM,6042
2022,Round 2,RVCE,Data Science,GM,5935
2022,Extended,RVCE,Data Science,GM,6821
2022,Mock,RVCE,Data Science,HKR,6937
2022,Round 1,RVCE,Data Science,HKR,7073
2022,Round 2,RVCE,Data Science,HKR,7234
2022,Extended,RVCE,Data Science,HKR,8271
2022,Mock,RVCE,Data Science,Tulu,8494
2022,Round 1,RVCE,Data Science,Tulu,8701
2022,Round 2,RVCE,Data Science,Tulu,7759
2022,Extended,RVCE,Data Science,Tulu,7939
2022,Mock,RVCE,Data Science,Christian,9998
2022,Round 1,RVCE,Data Science,Christian,8643
2022,Round 2,RVCE,Data Science,Christian,8836
2022,Extended,RVCE,Data Science,Christian,9014
2022,Mock,RVCE,Data Science,Muslim,8608
2022,Round 1,RVCE,Data Science,Muslim,10157
2022,Round 2,RVCE,Data Science,Muslim,9524
2022,Extended,RVCE,Data Science,Muslim,9855
2022,Mock,RVCE,Data Science,Others,10290
2022,Round 1,RVCE,Data Science,Others,9490
2022,Round 2,RVCE,Data Science,Others,9292
2022,Extended,RVCE,Data Science,Others,9359
2022,Mock,RVCE,Robotics and Automation Engineering,GM,9610
2022,Round 1,RVCE,Robotics and Automation Engineering,GM,8115
2022,Round 2,RVCE,Robotics and Automation Engineering,GM,9517
2022,Extended,RVCE,Robotics and Automation Engineering,GM,9209
2022,Mock,RVCE,Robotics and Automation Engineering,HKR,9542
2022,Round 1,RVCE,Robotics and Automation Engineering,HKR,9707
2022,Round 2,RVCE,Robotics and Automation Engineering,HKR,10367
2022,Extended,RVCE,Robotics and Automation Engineering,HKR,10983
2022,Mock,RVCE,Robotics and Automation Engineering,Tulu,11485
2022,Round 1,RVCE,Robotics and Automation Engineering,Tulu,10629
2022,Round 2,RVCE,Robotics and Automation Engineering,Tulu,10517
2022,Extended,RVCE,Robotics and Automation Engineering,Tulu,10194
2022,Mock,RVCE,Robotics and Automation Engineering,Christian,11733
2022,Round 1,RVCE,Robotics and Automation Engineering,Christian,10923
2022,Round 2,RVCE,Robotics and Automation Engineering,Christian,12191
2022,Extended,RVCE,Robotics and Automation Engineering,Christian,10923
2022,Mock,RVCE,Robotics and Automation Engineering,Muslim,12343
2022,Round 1,RVCE,Robotics and Automation Engineering,Muslim,10860
2022,Round 2,RVCE,Robotics and Automation Engineering,Muslim,11821
2022,Extended,RVCE,Robotics and Automation Engineering,Muslim,11129
2022,Mock,RVCE,Robotics and Automation Engineering,Others,11394
2022,Round 1,RVCE,Robotics and Automation Engineering,Others,11152
2022,Round 2,RVCE,Robotics and Automation Engineering,Others,11491
2022,Extended,RVCE,Robotics and Automation Engineering,Others,11710
2022,Mock,BMSCE,Computer Science and Engineering,GM,4266
2022,Round 1,BMSCE,Computer Science and Engineering,GM,3603
2022,Round 2,BMSCE,Computer Science and Engineering,GM,4292
2022,Extended,BMSCE,Computer Science and Engineering,GM,2552
2022,Mock,BMSCE,Computer Science and Engineering,HKR,3978
2022,Round 1,BMSCE,Computer Science and Engineering,HKR,5172
2022,Round 2,BMSCE,Computer Science and Engineering,HKR,4626
2022,Extended,BMSCE,Computer Science and Engineering,HKR,4154
2022,Mock,BMSCE,Computer Science and Engineering,Tulu,4981
2022,Round 1,BMSCE,Computer Science and Engineering,Tulu,5300
2022,Round 2,BMSCE,Computer Science and Engineering,Tulu,4779
2022,Extended,BMSCE,Computer Science and Engineering,Tulu,5732
2022,Mock,BMSCE,Computer Science and Engineering,Christian,5784
2022,Round 1,BMSCE,Computer Science and Engineering,Christian,5303
2022,Round 2,BMSCE,Computer Science and Engineering,Christian,6752
2022,Extended,BMSCE,Computer Science and Engineering,Christian,6258
2022,Mock,BMSCE,Computer Science and Engineering,Muslim,6837
2022,Round 1,BMSCE,Computer Science and Engineering,Muslim,6664
2022,Round 2,BMSCE,Computer Science and Engineering,Muslim,6074
2022,Extended,BMSCE,Computer Science and Engineering,Muslim,6853
2022,Mock,BMSCE,Computer Science and Engineering,Others,7224
2022,Round 1,BMSCE,Computer Science and Engineering,Others,5899
2022,Round 2,BMSCE,Computer Science and Engineering,Others,5638
2022,Extended,BMSCE,Computer Science and Engineering,Others,5773
2022,Mock,BMSCE,Information Science and Engineering,GM,6016
2022,Round 1,BMSCE,Information Science and Engineering,GM,6216
2022,Round 2,BMSCE,Information Science and Engineering,GM,5028
2022,Extended,BMSCE,Information Science and Engineering,GM,5739
2022,Mock,BMSCE,Information Science and Engineering,HKR,7067
2022,Round 1,BMSCE,Information Science and Engineering,HKR,6682
2022,Round 2,BMSCE,Information Science and Engineering,HKR,6866
2022,Extended,BMSCE,Information Science and Engineering,HKR,5956
2022,Mock,BMSCE,Information Science and Engineering,Tulu,8293
2022,Round 1,BMSCE,Information Science and Engineering,Tulu,7254
2022,Round 2,BMSCE,Information Science and Engineering,Tulu,8151
2022,Extended,BMSCE,Information Science and Engineering,Tulu,6952
2022,Mock,BMSCE,Information Science and Engineering,Christian,7910
2022,Round 1,BMSCE,Information Science and Engineering,Christian,7015
2022,Round 2,BMSCE,Information Science and Engineering,Christian,7583
2022,Extended,BMSCE,Information Science and Engineering,Christian,8747
2022,Mock,BMSCE,Information Science and Engineering,Muslim,8180
2022,Round 1,BMSCE,Information Science and Engineering,Muslim,8745
2022,Round 2,BMSCE,Information Science and Engineering,Muslim,7741
2022,Extended,BMSCE,Information Science and Engineering,Muslim,8596
2022,Mock,BMSCE,Information Science and Engineering,Others,8423
2022,Round 1,BMSCE,Information Science and Engineering,Others,7537
2022,Round 2,BMSCE,Information Science and Engineering,Others,8858
2022,Extended,BMSCE,Information Science and Engineering,Others,8860
2022,Mock,BMSCE,Electronics and Communication Engineering,GM,6848
2022,Round 1,BMSCE,Electronics and Communication Engineering,GM,6399
2022,Round 2,BMSCE,Electronics and Communication Engineering,GM,6733
2022,Extended,BMSCE,Electronics and Communication Engineering,GM,6265
2022,Mock,BMSCE,Electronics and Communication Engineering,HKR,8369
2022,Round 1,BMSCE,Electronics and Communication Engineering,HKR,7916
2022,Round 2,BMSCE,Electronics and Communication Engineering,HKR,7583
2022,Extended,BMSCE,Electronics and Communication Engineering,HKR,7668
2022,Mock,BMSCE,Electronics and Communication Engineering,Tulu,9139
2022,Round 1,BMSCE,Electronics and Communication Engineering,Tulu,8196
2022,Round 2,BMSCE,Electronics and Communication Engineering,Tulu,9144
2022,Extended,BMSCE,Electronics and Communication Engineering,Tulu,9581
2022,Mock,BMSCE,Electronics and Communication Engineering,Christian,9299
2022,Round 1,BMSCE,Electronics and Communication Engineering,Christian,9255
2022,Round 2,BMSCE,Electronics and Communication Engineering,Christian,10035
2022,Extended,BMSCE,Electronics and Communication Engineering,Christian,8555
2022,Mock,BMSCE,Electronics and Communication Engineering,Muslim,9707
2022,Round 1,BMSCE,Electronics and Communication Engineering,Muslim,10147
2022,Round 2,BMSCE,Electronics and Communication Engineering,Muslim,9173
2022,Extended,BMSCE,Electronics and Communication Engineering,Muslim,9671
2022,Mock,BMSCE,Electronics and Communication Engineering,Others,9842
2022,Round 1,BMSCE,Electronics and Communication Engineering,Others,9385
2022,Round 2,BMSCE,Electronics and Communication Engineering,Others,9091
2022,Extended,BMSCE,Electronics and Communication Engineering,Others,9146
2022,Mock,BMSCE,Electrical and Electronics Engineering,GM,9178
2022,Round 1,BMSCE,Electrical and Electronics Engineering,GM,9212
2022,Round 2,BMSCE,Electrical and Electronics Engineering,GM,7974
2022,Extended,BMSCE,Electrical and Electronics Engineering,GM,9186
2022,Mock,BMSCE,Electrical and Electronics Engineering,HKR,10174
2022,Round 1,BMSCE,Electrical and Electronics Engineering,HKR,9299
2022,Round 2,BMSCE,Electrical and Electronics Engineering,HKR,9426
2022,Extended,BMSCE,Electrical and Electronics Engineering,HKR,9235
2022,Mock,BMSCE,Electrical and Electronics Engineering,Tulu,9692
2022,Round 1,BMSCE,Electrical and Electronics Engineering,Tulu,10812
2022,Round 2,BMSCE,Electrical and Electronics Engineering,Tulu,10128
2022,Extended,BMSCE,Electrical and Electronics Engineering,Tulu,10823
2022,Mock,BMSCE,Electrical and Electronics Engineering,Christian,10020
2022,Round 1,BMSCE,Electrical and Electronics Engineering,Christian,11503
2022,Round 2,BMSCE,Electrical and Electronics Engineering,Christian,11440
2022,Extended,BMSCE,Electrical and Electronics Engineering,Christian,11380
2022,Mock,BMSCE,Electrical and Electronics Engineering,Muslim,11485
2022,Round 1,BMSCE,Electrical and Electronics Engineering,Muslim,11178
2022,Round 2,BMSCE,Electrical and Electronics Engineering,Muslim,11515
2022,Extended,BMSCE,Electrical and Electronics Engineering,Muslim,10576
2022,Mock,BMSCE,Electrical and Electronics Engineering,Others,10949
2022,Round 1,BMSCE,Electrical and Electronics Engineering,Others,11494
2022,Round 2,BMSCE,Electrical and Electronics Engineering,Others,10766
2022,Extended,BMSCE,Electrical and Electronics Engineering,Others,12125
2022,Mock,BMSCE,Mechanical Engineering,GM,13238
2022,Round 1,BMSCE,Mechanical Engineering,GM,12600
2022,Round 2,BMSCE,Mechanical Engineering,GM,13088
2022,Extended,BMSCE,Mechanical Engineering,GM,13299
2022,Mock,BMSCE,Mechanical Engineering,HKR,15350
2022,Round 1,BMSCE,Mechanical Engineering,HKR,14247
2022,Round 2,BMSCE,Mechanical Engineering,HKR,15479
2022,Extended,BMSCE,Mechanical Engineering,HKR,13952
2022,Mock,BMSCE,Mechanical Engineering,Tulu,15570
2022,Round 1,BMSCE,Mechanical Engineering,Tulu,14939
2022,Round 2,BMSCE,Mechanical Engineering,Tulu,15827
2022,Extended,BMSCE,Mechanical Engineering,Tulu,15580
2022,Mock,BMSCE,Mechanical Engineering,Christian,15498
2022,Round 1,BMSCE,Mechanical Engineering,Christian,16553
2022,Round 2,BMSCE,Mechanical Engineering,Christian,15078
2022,Extended,BMSCE,Mechanical Engineering,Christian,15024
2022,Mock,BMSCE,Mechanical Engineering,Muslim,15380
2022,Round 1,BMSCE,Mechanical Engineering,Muslim,16521
2022,Round 2,BMSCE,Mechanical Engineering,Muslim,15597
2022,Extended,BMSCE,Mechanical Engineering,Muslim,16748
2022,Mock,BMSCE,Mechanical Engineering,Others,15675
2022,Round 1,BMSCE,Mechanical Engineering,Others,15942
2022,Round 2,BMSCE,Mechanical Engineering,Others,17234
2022,Extended,BMSCE,Mechanical Engineering,Others,16754
2022,Mock,BMSCE,Civil Engineering,GM,14625
2022,Round 1,BMSCE,Civil Engineering,GM,15887
2022,Round 2,BMSCE,Civil Engineering,GM,14683
2022,Extended,BMSCE,Civil Engineering,GM,15523
2022,Mock,BMSCE,Civil Engineering,HKR,17386
2022,Round 1,BMSCE,Civil Engineering,HKR,16741
2022,Round 2,BMSCE,Civil Engineering,HKR,16397
2022,Extended,BMSCE,Civil Engineering,HKR,17034
2022,Mock,BMSCE,Civil Engineering,Tulu,16914
2022,Round 1,BMSCE,Civil Engineering,Tulu,17968
2022,Round 2,BMSCE,Civil Engineering,Tulu,18286
2022,Extended,BMSCE,Civil Engineering,Tulu,17465
2022,Mock,BMSCE,Civil Engineering,Christian,18488
2022,Round 1,BMSCE,Civil Engineering,Christian,17731
2022,Round 2,BMSCE,Civil Engineering,Christian,17860
2022,Extended,BMSCE,Civil Engineering,Christian,18157
2022,Mock,BMSCE,Civil Engineering,Muslim,18419
2022,Round 1,BMSCE,Civil Engineering,Muslim,18009
2022,Round 2,BMSCE,Civil Engineering,Muslim,17597
2022,Extended,BMSCE,Civil Engineering,Muslim,18174
2022,Mock,BMSCE,Civil Engineering,Others,18093
2022,Round 1,BMSCE,Civil Engineering,Others,19089
2022,Round 2,BMSCE,Civil Engineering,Others,19271
2022,Extended,BMSCE,Civil Engineering,Others,18412
2022,Mock,BMSCE,Artificial Intelligence and Data Science,GM,5820
2022,Round 1,BMSCE,Artificial Intelligence and Data Science,GM,5947
2022,Round 2,BMSCE,Artificial Intelligence and Data Science,GM,6185
2022,Extended,BMSCE,Artificial Intelligence and Data Science,GM,5930
2022,Mock,BMSCE,Artificial Intelligence and Data Science,HKR,8310
2022,Round 1,BMSCE,Artificial Intelligence and Data Science,HKR,6718
2022,Round 2,BMSCE,Artificial Intelligence and Data Science,HKR,6843
2022,Extended,BMSCE,Artificial Intelligence and Data Science,HKR,8068
2022,Mock,BMSCE,Artificial Intelligence and Data Science,Tulu,8939
2022,Round 1,BMSCE,Artificial Intelligence and Data Science,Tulu,8077
2022,Round 2,BMSCE,Artificial Intelligence and Data Science,Tulu,8849
2022,Extended,BMSCE,Artificial Intelligence and Data Science,Tulu,8241
2022,Mock,BMSCE,Artificial Intelligence and Data Science,Christian,8600
2022,Round 1,BMSCE,Artificial Intelligence and Data Science,Christian,9148
2022,Round 2,BMSCE,Artificial Intelligence and Data Science,Christian,8549
2022,Extended,BMSCE,Artificial Intelligence and Data Science,Christian,9714
2022,Mock,BMSCE,Artificial Intelligence and Data Science,Muslim,8275
2022,Round 1,BMSCE,Artificial Intelligence and Data Science,Muslim,8423
2022,Round 2,BMSCE,Artificial Intelligence and Data Science,Muslim,9196
2022,Extended,BMSCE,Artificial Intelligence and Data Science,Muslim,9503
2022,Mock,BMSCE,Artificial Intelligence and Data Science,Others,9872
2022,Round 1,BMSCE,Artificial Intelligence and Data Science,Others,9429
2022,Round 2,BMSCE,Artificial Intelligence and Data Science,Others,9737
2022,Extended,BMSCE,Artificial Intelligence and Data Science,Others,9736
2022,Mock,BMSCE,Biotechnology,GM,14691
2022,Round 1,BMSCE,Biotechnology,GM,15219
2022,Round 2,BMSCE,Biotechnology,GM,15014
2022,Extended,BMSCE,Biotechnology,GM,15084
2022,Mock,BMSCE,Biotechnology,HKR,15457
2022,Round 1,BMSCE,Biotechnology,HKR,15405
2022,Round 2,BMSCE,Biotechnology,HKR,15725
2022,Extended,BMSCE,Biotechnology,HKR,15211
2022,Mock,BMSCE,Biotechnology,Tulu,17234
2022,Round 1,BMSCE,Biotechnology,Tulu,16888
2022,Round 2,BMSCE,Biotechnology,Tulu,15628
2022,Extended,BMSCE,Biotechnology,Tulu,15607
2022,Mock,BMSCE,Biotechnology,Christian,16505
2022,Round 1,BMSCE,Biotechnology,Christian,16784
2022,Round 2,BMSCE,Biotechnology,Christian,16649
2022,Extended,BMSCE,Biotechnology,Christian,16647
2022,Mock,BMSCE,Biotechnology,Muslim,17979
2022,Round 1,BMSCE,Biotechnology,Muslim,16242
2022,Round 2,BMSCE,Biotechnology,Muslim,16746
2022,Extended,BMSCE,Biotechnology,Muslim,17111
2022,Mock,BMSCE,Biotechnology,Others,17945
2022,Round 1,BMSCE,Biotechnology,Others,17205
2022,Round 2,BMSCE,Biotechnology,Others,17213
2022,Extended,BMSCE,Biotechnology,Others,16696
2022,Mock,BMSCE,Data Science,GM,7268
2022,Round 1,BMSCE,Data Science,GM,5753
2022,Round 2,BMSCE,Data Science,GM,7389
2022,Extended,BMSCE,Data Science,GM,7398
2022,Mock,BMSCE,Data Science,HKR,8581
2022,Round 1,BMSCE,Data Science,HKR,7534
2022,Round 2,BMSCE,Data Science,HKR,8380
2022,Extended,BMSCE,Data Science,HKR,8629
2022,Mock,BMSCE,Data Science,Tulu,9008
2022,Round 1,BMSCE,Data Science,Tulu,7770
2022,Round 2,BMSCE,Data Science,Tulu,7896
2022,Extended,BMSCE,Data Science,Tulu,8258
2022,Mock,BMSCE,Data Science,Christian,9365
2022,Round 1,BMSCE,Data Science,Christian,8818
2022,Round 2,BMSCE,Data Science,Christian,8938
2022,Extended,BMSCE,Data Science,Christian,9644
2022,Mock,BMSCE,Data Science,Muslim,9741
2022,Round 1,BMSCE,Data Science,Muslim,9916
2022,Round 2,BMSCE,Data Science,Muslim,9827
2022,Extended,BMSCE,Data Science,Muslim,9878
2022,Mock,BMSCE,Data Science,Others,10017
2022,Round 1,BMSCE,Data Science,Others,9902
2022,Round 2,BMSCE,Data Science,Others,10342
2022,Extended,BMSCE,Data Science,Others,9531
2022,Mock,BMSCE,Robotics and Automation Engineering,GM,9269
2022,Round 1,BMSCE,Robotics and Automation Engineering,GM,9670
