Year,Round,College,Branch,Category,Cutoff_Rank
2021,Extended,RVCE,Electronics and Communication Engineering,Tulu,9635
2021,Mock,RVCE,Electronics and Communication Engineering,Christian,9356
2021,Round 1,RVCE,Electronics and Communication Engineering,Christian,8757
2021,Round 2,RVCE,Electronics and Communication Engineering,Christian,9679
2021,Extended,RVCE,Electronics and Communication Engineering,Christian,9175
2021,Mock,RVCE,Electronics and Communication Engineering,Muslim,9866
2021,Round 1,RVCE,Electronics and Communication Engineering,Muslim,8806
2021,Round 2,RVCE,Electronics and Communication Engineering,Muslim,9354
2021,Extended,RVCE,Electronics and Communication Engineering,Muslim,9840
2021,Mock,RVCE,Electronics and Communication Engineering,Others,9621
2021,Round 1,RVCE,Electronics and Communication Engineering,Others,10391
2021,Round 2,RVCE,Electronics and Communication Engineering,Others,10129
2021,Extended,RVCE,Electronics and Communication Engineering,Others,10017
2021,Mock,RVCE,Electrical and Electronics Engineering,GM,8066
2021,Round 1,RVCE,Electrical and Electronics Engineering,GM,9268
2021,Round 2,RVCE,Electrical and Electronics Engineering,GM,7666
2021,Extended,RVCE,Electrical and Electronics Engineering,GM,8567
2021,Mock,RVCE,Electrical and Electronics Engineering,HKR,8828
2021,Round 1,RVCE,Electrical and Electronics Engineering,HKR,9625
2021,Round 2,RVCE,Electrical and Electronics Engineering,HKR,10547
2021,Extended,RVCE,Electrical and Electronics Engineering,HKR,8976
2021,Mock,RVCE,Electrical and Electronics Engineering,Tulu,10605
2021,Round 1,RVCE,Electrical and Electronics Engineering,Tulu,11098
2021,Round 2,RVCE,Electrical and Electronics Engineering,Tulu,10200
2021,Extended,RVCE,Electrical and Electronics Engineering,Tulu,9614
2021,Mock,RVCE,Electrical and Electronics Engineering,Christian,11685
2021,Round 1,RVCE,Electrical and Electronics Engineering,Christian,10761
2021,Round 2,RVCE,Electrical and Electronics Engineering,Christian,11784
2021,Extended,RVCE,Electrical and Electronics Engineering,Christian,11576
2021,Mock,RVCE,Electrical and Electronics Engineering,Muslim,12048
2021,Round 1,RVCE,Electrical and Electronics Engineering,Muslim,10768
2021,Round 2,RVCE,Electrical and Electronics Engineering,Muslim,11276
2021,Extended,RVCE,Electrical and Electronics Engineering,Muslim,11310
2021,Mock,RVCE,Electrical and Electronics Engineering,Others,10900
2021,Round 1,RVCE,Electrical and Electronics Engineering,Others,11849
2021,Round 2,RVCE,Electrical and Electronics Engineering,Others,10745
2021,Extended,RVCE,Electrical and Electronics Engineering,Others,11183
2021,Mock,RVCE,Mechanical Engineering,GM,14037
2021,Round 1,RVCE,Mechanical Engineering,GM,12649
2021,Round 2,RVCE,Mechanical Engineering,GM,13242
2021,Extended,RVCE,Mechanical Engineering,GM,13692
2021,Mock,RVCE,Mechanical Engineering,HKR,14014
2021,Round 1,RVCE,Mechanical Engineering,HKR,14655
2021,Round 2,RVCE,Mechanical Engineering,HKR,14959
2021,Extended,RVCE,Mechanical Engineering,HKR,14753
2021,Mock,RVCE,Mechanical Engineering,Tulu,15921
2021,Round 1,RVCE,Mechanical Engineering,Tulu,16111
2021,Round 2,RVCE,Mechanical Engineering,Tulu,15172
2021,Extended,RVCE,Mechanical Engineering,Tulu,14765
2021,Mock,RVCE,Mechanical Engineering,Christian,16770
2021,Round 1,RVCE,Mechanical Engineering,Christian,15449
2021,Round 2,RVCE,Mechanical Engineering,Christian,16765
2021,Extended,RVCE,Mechanical Engineering,Christian,16705
2021,Mock,RVCE,Mechanical Engineering,Muslim,16556
2021,Round 1,RVCE,Mechanical Engineering,Muslim,15368
2021,Round 2,RVCE,Mechanical Engineering,Muslim,17047
2021,Extended,RVCE,Mechanical Engineering,Muslim,16406
2021,Mock,RVCE,Mechanical Engineering,Others,16540
2021,Round 1,RVCE,Mechanical Engineering,Others,17160
2021,Round 2,RVCE,Mechanical Engineering,Others,15650
2021,Extended,RVCE,Mechanical Engineering,Others,16708
2021,Mock,RVCE,Civil Engineering,GM,14749
2021,Round 1,RVCE,Civil Engineering,GM,14793
2021,Round 2,RVCE,Civil Engineering,GM,15624
2021,Extended,RVCE,Civil Engineering,GM,15052
2021,Mock,RVCE,Civil Engineering,HKR,16248
2021,Round 1,RVCE,Civil Engineering,HKR,15958
2021,Round 2,RVCE,Civil Engineering,HKR,17263
2021,Extended,RVCE,Civil Engineering,HKR,15970
2021,Mock,RVCE,Civil Engineering,Tulu,17006
2021,Round 1,RVCE,Civil Engineering,Tulu,17525
2021,Round 2,RVCE,Civil Engineering,Tulu,16805
2021,Extended,RVCE,Civil Engineering,Tulu,18227
2021,Mock,RVCE,Civil Engineering,Christian,17844
2021,Round 1,RVCE,Civil Engineering,Christian,17163
2021,Round 2,RVCE,Civil Engineering,Christian,17249
2021,Extended,RVCE,Civil Engineering,Christian,18222
2021,Mock,RVCE,Civil Engineering,Muslim,18886
2021,Round 1,RVCE,Civil Engineering,Muslim,17840
2021,Round 2,RVCE,Civil Engineering,Muslim,18992
2021,Extended,RVCE,Civil Engineering,Muslim,17418
2021,Mock,RVCE,Civil Engineering,Others,19033
2021,Round 1,RVCE,Civil Engineering,Others,18154
2021,Round 2,RVCE,Civil Engineering,Others,18678
2021,Extended,RVCE,Civil Engineering,Others,18091
2021,Mock,RVCE,Artificial Intelligence and Data Science,GM,6894
2021,Round 1,RVCE,Artificial Intelligence and Data Science,GM,5833
2021,Round 2,RVCE,Artificial Intelligence and Data Science,GM,6714
2021,Extended,RVCE,Artificial Intelligence and Data Science,GM,7356
2021,Mock,RVCE,Artificial Intelligence and Data Science,HKR,7264
2021,Round 1,RVCE,Artificial Intelligence and Data Science,HKR,7113
2021,Round 2,RVCE,Artificial Intelligence and Data Science,HKR,7387
2021,Extended,RVCE,Artificial Intelligence and Data Science,HKR,8114
2021,Mock,RVCE,Artificial Intelligence and Data Science,Tulu,8053
2021,Round 1,RVCE,Artificial Intelligence and Data Science,Tulu,7844
2021,Round 2,RVCE,Artificial Intelligence and Data Science,Tulu,8552
2021,Extended,RVCE,Artificial Intelligence and Data Science,Tulu,7991
2021,Mock,RVCE,Artificial Intelligence and Data Science,Christian,9004
2021,Round 1,RVCE,Artificial Intelligence and Data Science,Christian,8885
2021,Round 2,RVCE,Artificial Intelligence and Data Science,Christian,9243
2021,Extended,RVCE,Artificial Intelligence and Data Science,Christian,8492
2021,Mock,RVCE,Artificial Intelligence and Data Science,Muslim,9604
2021,Round 1,RVCE,Artificial Intelligence and Data Science,Muslim,9752
2021,Round 2,RVCE,Artificial Intelligence and Data Science,Muslim,8623
2021,Extended,RVCE,Artificial Intelligence and Data Science,Muslim,9381
2021,Mock,RVCE,Artificial Intelligence and Data Science,Others,10130
2021,Round 1,RVCE,Artificial Intelligence and Data Science,Others,9564
2021,Round 2,RVCE,Artificial Intelligence and Data Science,Others,9503
2021,Extended,RVCE,Artificial Intelligence and Data Science,Others,9424
2021,Mock,RVCE,Biotechnology,GM,15127
2021,Round 1,RVCE,Biotechnology,GM,14050
2021,Round 2,RVCE,Biotechnology,GM,13910
2021,Extended,RVCE,Biotechnology,GM,15175
2021,Mock,RVCE,Biotechnology,HKR,16201
2021,Round 1,RVCE,Biotechnology,HKR,15002
2021,Round 2,RVCE,Biotechnology,HKR,16593
2021,Extended,RVCE,Biotechnology,HKR,14946
2021,Mock,RVCE,Biotechnology,Tulu,17148
2021,Round 1,RVCE,Biotechnology,Tulu,16469
2021,Round 2,RVCE,Biotechnology,Tulu,16690
2021,Extended,RVCE,Biotechnology,Tulu,16290
2021,Mock,RVCE,Biotechnology,Christian,16510
2021,Round 1,RVCE,Biotechnology,Christian,17281
2021,Round 2,RVCE,Biotechnology,Christian,16553
2021,Extended,RVCE,Biotechnology,Christian,17450
2021,Mock,RVCE,Biotechnology,Muslim,16995
2021,Round 1,RVCE,Biotechnology,Muslim,17000
2021,Round 2,RVCE,Biotechnology,Muslim,17950
2021,Extended,RVCE,Biotechnology,Muslim,17223
2021,Mock,RVCE,Biotechnology,Others,16884
2021,Round 1,RVCE,Biotechnology,Others,17667
2021,Round 2,RVCE,Biotechnology,Others,16999
2021,Extended,RVCE,Biotechnology,Others,17961
2021,Mock,RVCE,Data Science,GM,6670
2021,Round 1,RVCE,Data Science,GM,7488
2021,Round 2,RVCE,Data Science,GM,6210
2021,Extended,RVCE,Data Science,GM,5934
2021,Mock,RVCE,Data Science,HKR,8698
2021,Round 1,RVCE,Data Science,HKR,7567
2021,Round 2,RVCE,Data Science,HKR,7082
2021,Extended,RVCE,Data Science,HKR,8736
2021,Mock,RVCE,Data Science,Tulu,8906
2021,Round 1,RVCE,Data Science,Tulu,8876
2021,Round 2,RVCE,Data Science,Tulu,8660
2021,Extended,RVCE,Data Science,Tulu,9380
2021,Mock,RVCE,Data Science,Christian,9725
2021,Round 1,RVCE,Data Science,Christian,9482
2021,Round 2,RVCE,Data Science,Christian,9724
2021,Extended,RVCE,Data Science,Christian,10031
2021,Mock,RVCE,Data Science,Muslim,9635
2021,Round 1,RVCE,Data Science,Muslim,9132
2021,Round 2,RVCE,Data Science,Muslim,9141
2021,Extended,RVCE,Data Science,Muslim,9198
2021,Mock,RVCE,Data Science,Others,9865
2021,Round 1,RVCE,Data Science,Others,10458
2021,Round 2,RVCE,Data Science,Others,9258
2021,Extended,RVCE,Data Science,Others,9622
2021,Mock,RVCE,Robotics and Automation Engineering,GM,8512
2021,Round 1,RVCE,Robotics and Automation Engineering,GM,9151
2021,Round 2,RVCE,Robotics and Automation Engineering,GM,9548
2021,Extended,RVCE,Robotics and Automation Engineering,GM,9429
2021,Mock,RVCE,Robotics and Automation Engineering,HKR,9925
2021,Round 1,RVCE,Robotics and Automation Engineering,HKR,10133
2021,Round 2,RVCE,Robotics and Automation Engineering,HKR,10737
2021,Extended,RVCE,Robotics and Automation Engineering,HKR,9926
2021,Mock,RVCE,Robotics and Automation Engineering,Tulu,11196
2021,Round 1,RVCE,Robotics and Automation Engineering,Tulu,10105
2021,Round 2,RVCE,Robotics and Automation Engineering,Tulu,10195
2021,Extended,RVCE,Robotics and Automation Engineering,Tulu,11357
2021,Mock,RVCE,Robotics and Automation Engineering,Christian,12399
2021,Round 1,RVCE,Robotics and Automation Engineering,Christian,11228
2021,Round 2,RVCE,Robotics and Automation Engineering,Christian,11785
2021,Extended,RVCE,Robotics and Automation Engineering,Christian,11258
2021,Mock,RVCE,Robotics and Automation Engineering,Muslim,12362
2021,Round 1,RVCE,Robotics and Automation Engineering,Muslim,11841
2021,Round 2,RVCE,Robotics and Automation Engineering,Muslim,11333
2021,Extended,RVCE,Robotics and Automation Engineering,Muslim,12396
2021,Mock,RVCE,Robotics and Automation Engineering,Others,11107
2021,Round 1,RVCE,Robotics and Automation Engineering,Others,12742
2021,Round 2,RVCE,Robotics and Automation Engineering,Others,12692
2021,Extended,RVCE,Robotics and Automation Engineering,Others,11940
2021,Mock,BMSCE,Computer Science and Engineering,GM,3027
2021,Round 1,BMSCE,Computer Science and Engineering,GM,4052
2021,Round 2,BMSCE,Computer Science and Engineering,GM,3469
2021,Extended,BMSCE,Computer Science and Engineering,GM,3117
2021,Mock,BMSCE,Computer Science and Engineering,HKR,4637
2021,Round 1,BMSCE,Computer Science and Engineering,HKR,4962
2021,Round 2,BMSCE,Computer Science and Engineering,HKR,5523
2021,Extended,BMSCE,Computer Science and Engineering,HKR,5135
2021,Mock,BMSCE,Computer Science and Engineering,Tulu,5502
2021,Round 1,BMSCE,Computer Science and Engineering,Tulu,6155
2021,Round 2,BMSCE,Computer Science and Engineering,Tulu,5015
2021,Extended,BMSCE,Computer Science and Engineering,Tulu,5536
2021,Mock,BMSCE,Computer Science and Engineering,Christian,5723
2021,Round 1,BMSCE,Computer Science and Engineering,Christian,6455
2021,Round 2,BMSCE,Computer Science and Engineering,Christian,6305
2021,Extended,BMSCE,Computer Science and Engineering,Christian,5384
2021,Mock,BMSCE,Computer Science and Engineering,Muslim,5571
2021,Round 1,BMSCE,Computer Science and Engineering,Muslim,5872
2021,Round 2,BMSCE,Computer Science and Engineering,Muslim,6816
2021,Extended,BMSCE,Computer Science and Engineering,Muslim,5806
2021,Mock,BMSCE,Computer Science and Engineering,Others,6677
2021,Round 1,BMSCE,Computer Science and Engineering,Others,7390
2021,Round 2,BMSCE,Computer Science and Engineering,Others,6721
2021,Extended,BMSCE,Computer Science and Engineering,Others,6372
2021,Mock,BMSCE,Information Science and Engineering,GM,6273
2021,Round 1,BMSCE,Information Science and Engineering,GM,6081
2021,Round 2,BMSCE,Information Science and Engineering,GM,4984
2021,Extended,BMSCE,Information Science and Engineering,GM,5421
2021,Mock,BMSCE,Information Science and Engineering,HKR,7278
2021,Round 1,BMSCE,Information Science and Engineering,HKR,7180
2021,Round 2,BMSCE,Information Science and Engineering,HKR,6920
2021,Extended,BMSCE,Information Science and Engineering,HKR,7302
2021,Mock,BMSCE,Information Science and Engineering,Tulu,7456
2021,Round 1,BMSCE,Information Science and Engineering,Tulu,7552
2021,Round 2,BMSCE,Information Science and Engineering,Tulu,7826
2021,Extended,BMSCE,Information Science and Engineering,Tulu,7863
2021,Mock,BMSCE,Information Science and Engineering,Christian,8037
2021,Round 1,BMSCE,Information Science and Engineering,Christian,8392
2021,Round 2,BMSCE,Information Science and Engineering,Christian,8517
2021,Extended,BMSCE,Information Science and Engineering,Christian,8226
2021,Mock,BMSCE,Information Science and Engineering,Muslim,8804
2021,Round 1,BMSCE,Information Science and Engineering,Muslim,7979
2021,Round 2,BMSCE,Information Science and Engineering,Muslim,8898
2021,Extended,BMSCE,Information Science and Engineering,Muslim,8880
2021,Mock,BMSCE,Information Science and Engineering,Others,8128
2021,Round 1,BMSCE,Information Science and Engineering,Others,7905
2021,Round 2,BMSCE,Information Science and Engineering,Others,8509
2021,Extended,BMSCE,Information Science and Engineering,Others,8649
2021,Mock,BMSCE,Electronics and Communication Engineering,GM,7278
2021,Round 1,BMSCE,Electronics and Communication Engineering,GM,6865
2021,Round 2,BMSCE,Electronics and Communication Engineering,GM,6911
2021,Extended,BMSCE,Electronics and Communication Engineering,GM,6648
2021,Mock,BMSCE,Electronics and Communication Engineering,HKR,8462
2021,Round 1,BMSCE,Electronics and Communication Engineering,HKR,8274
2021,Round 2,BMSCE,Electronics and Communication Engineering,HKR,8340
2021,Extended,BMSCE,Electronics and Communication Engineering,HKR,7716
2021,Mock,BMSCE,Electronics and Communication Engineering,Tulu,8737
2021,Round 1,BMSCE,Electronics and Communication Engineering,Tulu,8567
2021,Round 2,BMSCE,Electronics and Communication Engineering,Tulu,9580
2021,Extended,BMSCE,Electronics and Communication Engineering,Tulu,9112
2021,Mock,BMSCE,Electronics and Communication Engineering,Christian,9530
2021,Round 1,BMSCE,Electronics and Communication Engineering,Christian,9180
2021,Round 2,BMSCE,Electronics and Communication Engineering,Christian,9390
2021,Extended,BMSCE,Electronics and Communication Engineering,Christian,9787
2021,Mock,BMSCE,Electronics and Communication Engineering,Muslim,9588
2021,Round 1,BMSCE,Electronics and Communication Engineering,Muslim,10555
2021,Round 2,BMSCE,Electronics and Communication Engineering,Muslim,9395
2021,Extended,BMSCE,Electronics and Communication Engineering,Muslim,10583
2021,Mock,BMSCE,Electronics and Communication Engineering,Others,10388
2021,Round 1,BMSCE,Electronics and Communication Engineering,Others,9598
2021,Round 2,BMSCE,Electronics and Communication Engineering,Others,9195
2021,Extended,BMSCE,Electronics and Communication Engineering,Others,9459
2021,Mock,BMSCE,Electrical and Electronics Engineering,GM,8155
2021,Round 1,BMSCE,Electrical and Electronics Engineering,GM,7762
2021,Round 2,BMSCE,Electrical and Electronics Engineering,GM,7662
2021,Extended,BMSCE,Electrical and Electronics Engineering,GM,8253
2021,Mock,BMSCE,Electrical and Electronics Engineering,HKR,10116
2021,Round 1,BMSCE,Electrical and Electronics Engineering,HKR,10371
2021,Round 2,BMSCE,Electrical and Electronics Engineering,HKR,9965
2021,Extended,BMSCE,Electrical and Electronics Engineering,HKR,9642
2021,Mock,BMSCE,Electrical and Electronics Engineering,Tulu,11241
2021,Round 1,BMSCE,Electrical and Electronics Engineering,Tulu,9820
2021,Round 2,BMSCE,Electrical and Electronics Engineering,Tulu,9881
2021,Extended,BMSCE,Electrical and Electronics Engineering,Tulu,11135
2021,Mock,BMSCE,Electrical and Electronics Engineering,Christian,10334
2021,Round 1,BMSCE,Electrical and Electronics Engineering,Christian,11373
2021,Round 2,BMSCE,Electrical and Electronics Engineering,Christian,10941
2021,Extended,BMSCE,Electrical and Electronics Engineering,Christian,10694
2021,Mock,BMSCE,Electrical and Electronics Engineering,Muslim,11073
2021,Round 1,BMSCE,Electrical and Electronics Engineering,Muslim,11950
2021,Round 2,BMSCE,Electrical and Electronics Engineering,Muslim,10390
2021,Extended,BMSCE,Electrical and Electronics Engineering,Muslim,11874
2021,Mock,BMSCE,Electrical and Electronics Engineering,Others,10647
2021,Round 1,BMSCE,Electrical and Electronics Engineering,Others,12113
2021,Round 2,BMSCE,Electrical and Electronics Engineering,Others,11272
2021,Extended,BMSCE,Electrical and Electronics Engineering,Others,11552
2021,Mock,BMSCE,Mechanical Engineering,GM,12823
2021,Round 1,BMSCE,Mechanical Engineering,GM,13941
2021,Round 2,BMSCE,Mechanical Engineering,GM,12995
2021,Extended,BMSCE,Mechanical Engineering,GM,12804
2021,Mock,BMSCE,Mechanical Engineering,HKR,15223
2021,Round 1,BMSCE,Mechanical Engineering,HKR,14411
2021,Round 2,BMSCE,Mechanical Engineering,HKR,15530
2021,Extended,BMSCE,Mechanical Engineering,HKR,14570
2021,Mock,BMSCE,Mechanical Engineering,Tulu,15987
2021,Round 1,BMSCE,Mechanical Engineering,Tulu,15542
2021,Round 2,BMSCE,Mechanical Engineering,Tulu,15100
2021,Extended,BMSCE,Mechanical Engineering,Tulu,15179
2021,Mock,BMSCE,Mechanical Engineering,Christian,16426
2021,Round 1,BMSCE,Mechanical Engineering,Christian,16515
2021,Round 2,BMSCE,Mechanical Engineering,Christian,15248
2021,Extended,BMSCE,Mechanical Engineering,Christian,15502
2021,Mock,BMSCE,Mechanical Engineering,Muslim,16968
2021,Round 1,BMSCE,Mechanical Engineering,Muslim,16001
2021,Round 2,BMSCE,Mechanical Engineering,Muslim,16036
2021,Extended,BMSCE,Mechanical Engineering,Muslim,16803
2021,Mock,BMSCE,Mechanical Engineering,Others,16031
2021,Round 1,BMSCE,Mechanical Engineering,Others,15985
2021,Round 2,BMSCE,Mechanical Engineering,Others,16786
2021,Extended,BMSCE,Mechanical Engineering,Others,17261
2021,Mock,BMSCE,Civil Engineering,GM,15137
2021,Round 1,BMSCE,Civil Engineering,GM,15559
2021,Round 2,BMSCE,Civil Engineering,GM,16113
2021,Extended,BMSCE,Civil Engineering,GM,15496
2021,Mock,BMSCE,Civil Engineering,HKR,16649
2021,Round 1,BMSCE,Civil Engineering,HKR,17140
2021,Round 2,BMSCE,Civil Engineering,HKR,16103
2021,Extended,BMSCE,Civil Engineering,HKR,15901
2021,Mock,BMSCE,Civil Engineering,Tulu,17941
2021,Round 1,BMSCE,Civil Engineering,Tulu,17754
2021,Round 2,BMSCE,Civil Engineering,Tulu,17534
2021,Extended,BMSCE,Civil Engineering,Tulu,17333
2021,Mock,BMSCE,Civil Engineering,Christian,18076
2021,Round 1,BMSCE,Civil Engineering,Christian,17878
2021,Round 2,BMSCE,Civil Engineering,Christian,17273
2021,Extended,BMSCE,Civil Engineering,Christian,17432
2021,Mock,BMSCE,Civil Engineering,Muslim,18874
2021,Round 1,BMSCE,Civil Engineering,Muslim,18144
2021,Round 2,BMSCE,Civil Engineering,Muslim,18439
2021,Extended,BMSCE,Civil Engineering,Muslim,17386
2021,Mock,BMSCE,Civil Engineering,Others,17618
2021,Round 1,BMSCE,Civil Engineering,Others,18443
2021,Round 2,BMSCE,Civil Engineering,Others,17698
2021,Extended,BMSCE,Civil Engineering,Others,19102
2021,Mock,BMSCE,Artificial Intelligence and Data Science,GM,6138
2021,Round 1,BMSCE,Artificial Intelligence and Data Science,GM,7060
2021,Round 2,BMSCE,Artificial Intelligence and Data Science,GM,6877
2021,Extended,BMSCE,Artificial Intelligence and Data Science,GM,6495
2021,Mock,BMSCE,Artificial Intelligence and Data Science,HKR,7602
2021,Round 1,BMSCE,Artificial Intelligence and Data Science,HKR,7908
2021,Round 2,BMSCE,Artificial Intelligence and Data Science,HKR,6972
2021,Extended,BMSCE,Artificial Intelligence and Data Science,HKR,7718
2021,Mock,BMSCE,Artificial Intelligence and Data Science,Tulu,8819
2021,Round 1,BMSCE,Artificial Intelligence and Data Science,Tulu,7743
2021,Round 2,BMSCE,Artificial Intelligence and Data Science,Tulu,7792
2021,Extended,BMSCE,Artificial Intelligence and Data Science,Tulu,9094
2021,Mock,BMSCE,Artificial Intelligence and Data Science,Christian,9571
2021,Round 1,BMSCE,Artificial Intelligence and Data Science,Christian,9622
2021,Round 2,BMSCE,Artificial Intelligence and Data Science,Christian,8281
2021,Extended,BMSCE,Artificial Intelligence and Data Science,Christian,9052
2021,Mock,BMSCE,Artificial Intelligence and Data Science,Muslim,9771
2021,Round 1,BMSCE,Artificial Intelligence and Data Science,Muslim,8950
2021,Round 2,BMSCE,Artificial Intelligence and Data Science,Muslim,8761
2021,Extended,BMSCE,Artificial Intelligence and Data Science,Muslim,9515
2021,Mock,BMSCE,Artificial Intelligence and Data Science,Others,9107
2021,Round 1,BMSCE,Artificial Intelligence and Data Science,Others,8626
2021,Round 2,BMSCE,Artificial Intelligence and Data Science,Others,10210
2021,Extended,BMSCE,Artificial Intelligence and Data Science,Others,8812
2021,Mock,BMSCE,Biotechnology,GM,14560
2021,Round 1,BMSCE,Biotechnology,GM,14910
2021,Round 2,BMSCE,Biotechnology,GM,14779
2021,Extended,BMSCE,Biotechnology,GM,14636
2021,Mock,BMSCE,Biotechnology,HKR,15710
2021,Round 1,BMSCE,Biotechnology,HKR,15933
2021,Round 2,BMSCE,Biotechnology,HKR,15508
2021,Extended,BMSCE,Biotechnology,HKR,15662
2021,Mock,BMSCE,Biotechnology,Tulu,16327
2021,Round 1,BMSCE,Biotechnology,Tulu,16456
2021,Round 2,BMSCE,Biotechnology,Tulu,16734
2021,Extended,BMSCE,Biotechnology,Tulu,16243
2021,Mock,BMSCE,Biotechnology,Christian,17405
2021,Round 1,BMSCE,Biotechnology,Christian,17401
2021,Round 2,BMSCE,Biotechnology,Christian,16881
2021,Extended,BMSCE,Biotechnology,Christian,16351
2021,Mock,BMSCE,Biotechnology,Muslim,17672
2021,Round 1,BMSCE,Biotechnology,Muslim,17923
2021,Round 2,BMSCE,Biotechnology,Muslim,17429
2021,Extended,BMSCE,Biotechnology,Muslim,18052
2021,Mock,BMSCE,Biotechnology,Others,17911
2021,Round 1,BMSCE,Biotechnology,Others,17176
2021,Round 2,BMSCE,Biotechnology,Others,17998
2021,Extended,BMSCE,Biotechnology,Others,17666
2021,Mock,BMSCE,Data Science,GM,6518
2021,Round 1,BMSCE,Data Science,GM,7429
2021,Round 2,BMSCE,Data Science,GM,6823
2021,Extended,BMSCE,Data Science,GM,6070
2021,Mock,BMSCE,Data Science,HKR,7592
2021,Round 1,BMSCE,Data Science,HKR,8021
2021,Round 2,BMSCE,Data Science,HKR,7741
2021,Extended,BMSCE,Data Science,HKR,7459
2021,Mock,BMSCE,Data Science,Tulu,7966
2021,Round 1,BMSCE,Data Science,Tulu,8442
2021,Round 2,BMSCE,Data Science,Tulu,7920
2021,Extended,BMSCE,Data Science,Tulu,8703
2021,Mock,BMSCE,Data Science,Christian,9209
2021,Round 1,BMSCE,Data Science,Christian,9582
2021,Round 2,BMSCE,Data Science,Christian,9220
2021,Extended,BMSCE,Data Science,Christian,9033
2021,Mock,BMSCE,Data Science,Muslim,8679
2021,Round 1,BMSCE,Data Science,Muslim,10013
2021,Round 2,BMSCE,Data Science,Muslim,9954
2021,Extended,BMSCE,Data Science,Muslim,10015
2021,Mock,BMSCE,Data Science,Others,9565
2021,Round 1,BMSCE,Data Science,Others,8979
2021,Round 2,BMSCE,Data Science,Others,9832
2021,Extended,BMSCE,Data Science,Others,9036
2021,Mock,BMSCE,Robotics and Automation Engineering,GM,9339
2021,Round 1,BMSCE,Robotics and Automation Engineering,GM,8779
